actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
453,PT00M04.70S,2022-02-16T02:22:29.8Z,3,REGULAR,3pt,Jump Shot,[],1630573,36.3173455978975,73.77450980392157,1610612738,58,101,2022-02-16T02:22:38Z,4510000,-119.0,289.0,1,left,MISS S. Hauser 31' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,31.24,Missed,,,,,,,,,,,,,
454,PT00M04.70S,2022-02-16T02:22:29.8Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,58,101,2022-02-16T02:22:38Z,4520000,,,0,,G. Niang REBOUND (Off:1 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,453.0,4.0,3.0,1.0,,,,,
455,PT00M00.00S,2022-02-16T02:22:39.1Z,3,REGULAR,period,end,[],0,,,1610612755,58,101,2022-02-16T02:22:39Z,4530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2022-02-16T02:24:06.9Z,4,REGULAR,substitution,out,['startperiod'],1630178,,,1610612755,58,101,2022-02-16T02:25:18Z,4540000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2022-02-16T02:24:06.9Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612755,58,101,2022-02-16T02:25:18Z,4550000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2022-02-16T02:24:06.9Z,4,REGULAR,substitution,in,['startperiod'],200794,,,1610612755,58,101,2022-02-16T02:25:18Z,4560000,,,0,,SUB in: P. Millsap,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2022-02-16T02:24:06.9Z,4,REGULAR,substitution,in,['startperiod'],1630271,,,1610612755,58,101,2022-02-16T02:25:18Z,4570000,,,0,,SUB in: B. Thomas,[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2022-02-16T02:26:15.9Z,4,REGULAR,period,start,[],0,,,1610612738,58,101,2022-02-16T02:26:15Z,4580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT11M43.00S,2022-02-16T02:26:31.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628464,6.619579500657039,48.28431372549019,1610612738,58,103,2022-02-16T02:26:37Z,4590000,9.0,10.0,1,left,D. Theis reverse Layup (5 PTS) (S. Hauser 1 AST),"[1628464, 1630573]",1610612738.0,BOS,reverse,,,Theis,D. Theis,,,,,,,,,,1.3,Made,5.0,S. Hauser,1630573.0,1.0,,,,,,,,,
463,PT11M28.00S,2022-02-16T02:26:46.5Z,4,REGULAR,2pt,Jump Shot,[],1629003,76.00197109067017,49.50980392156863,1610612755,58,103,2022-02-16T02:26:53Z,4610000,-2.0,173.0,1,right,MISS S. Milton 17' pullup Shot,[1629003],1610612755.0,PHI,pullup,,,Milton,S. Milton,,,,,,,,,,17.31,Missed,,,,,,,,,,,,,
464,PT11M25.00S,2022-02-16T02:26:49.5Z,4,REGULAR,rebound,offensive,[],200794,,,1610612755,58,103,2022-02-16T02:26:53Z,4620000,,,0,,P. Millsap REBOUND (Off:1 Def:0),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,463.0,1.0,0.0,1.0,,,,,
465,PT11M16.00S,2022-02-16T02:26:59.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629003,85.72601839684626,50.73529411764706,1610612755,58,103,2022-02-16T02:27:09Z,4630000,4.0,82.0,1,right,MISS S. Milton 8' driving Layup - blocked,"[1629003, 1628464]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,,,,,,8.18,Missed,,,,,,,,,Theis,1628464.0,,,
466,PT11M16.00S,2022-02-16T02:26:59.0Z,4,REGULAR,block,,[],1628464,,,1610612755,58,103,2022-02-16T02:27:01Z,4640000,,,0,,D. Theis BLOCK (3 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
467,PT11M12.00S,2022-02-16T02:27:03.0Z,4,REGULAR,rebound,offensive,[],1629003,,,1610612755,58,103,2022-02-16T02:27:09Z,4650000,,,0,,S. Milton REBOUND (Off:2 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,465.0,3.0,1.0,2.0,,,,,
468,PT11M11.00S,2022-02-16T02:27:03.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629003,89.27398160315374,38.725490196078425,1610612755,58,103,2022-02-16T02:27:13Z,4660000,-56.0,48.0,1,right,MISS S. Milton 7' fadeaway Shot,[1629003],1610612755.0,PHI,fadeaway,,,Milton,S. Milton,,,,,,,,,,7.43,Missed,,,,,,,,,,,,,
469,PT11M08.00S,2022-02-16T02:27:06.5Z,4,REGULAR,rebound,offensive,[],200794,,,1610612755,58,103,2022-02-16T02:27:13Z,4670000,,,0,,P. Millsap REBOUND (Off:2 Def:0),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,468.0,2.0,0.0,2.0,,,,,
470,PT10M56.00S,2022-02-16T02:27:18.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627788,66.5407358738502,80.3921568627451,1610612755,58,103,2022-02-16T02:27:24Z,4680000,152.0,262.0,1,right,MISS F. Korkmaz 30' 3PT,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,30.29,Missed,,,,,,,,,,,,,
471,PT10M53.00S,2022-02-16T02:27:21.9Z,4,REGULAR,rebound,offensive,[],1630194,,,1610612755,58,103,2022-02-16T02:27:24Z,4690000,,,0,,P. Reed REBOUND (Off:2 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,470.0,3.0,1.0,2.0,,,,,
472,PT10M51.00S,2022-02-16T02:27:24.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,92.55913272010513,49.754901960784316,1610612755,58,103,2022-02-16T02:27:29Z,4700000,-1.0,17.0,1,right,MISS P. Reed Layup - blocked,"[1630194, 1628464]",1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,1.74,Missed,,,,,,,,,Theis,1628464.0,,,
473,PT10M51.00S,2022-02-16T02:27:24.2Z,4,REGULAR,block,,[],1628464,,,1610612755,58,103,2022-02-16T02:27:26Z,4710000,,,0,,D. Theis BLOCK (4 BLK),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
474,PT10M51.00S,2022-02-16T02:27:24.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612755,58,103,2022-02-16T02:27:29Z,4720000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,472.0,,,,,,,,
475,PT10M51.00S,2022-02-16T02:27:28.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,58,103,2022-02-16T02:27:28Z,4730000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT10M47.00S,2022-02-16T02:27:45.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],200794,79.81274638633377,92.40196078431373,1610612755,61,103,2022-02-16T02:27:52Z,4740000,212.0,137.0,1,right,P. Millsap 25' 3PT step back (3 PTS) (S. Milton 2 AST),"[200794, 1629003]",1610612755.0,PHI,step back,,,Millsap,P. Millsap,,,,,,,,,,25.26,Made,3.0,S. Milton,1629003.0,2.0,,,,,,,,,
478,PT10M37.00S,2022-02-16T02:27:55.5Z,4,REGULAR,turnover,bad pass,[],1630202,,,1610612738,61,103,2022-02-16T02:28:01Z,4760000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1630194]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,1.0,Reed,1630194.0
479,PT10M37.00S,2022-02-16T02:27:55.5Z,4,REGULAR,steal,,[],1630194,,,1610612755,61,103,2022-02-16T02:27:57Z,4770000,,,0,,P. Reed STEAL (1 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M31.00S,2022-02-16T02:28:00.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627777,93.2161629434954,50.49019607843137,1610612755,61,103,2022-02-16T02:28:09Z,4780000,2.0,11.0,1,right,MISS G. Niang running Layup,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,,,,,,1.16,Missed,,,,,,,,,,,,,
481,PT10M29.00S,2022-02-16T02:28:04.1Z,4,REGULAR,rebound,offensive,[],1629003,,,1610612755,61,103,2022-02-16T02:28:04Z,4790000,,,0,,S. Milton REBOUND (Off:3 Def:1),[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,480.0,4.0,1.0,3.0,,,,,
482,PT10M23.00S,2022-02-16T02:28:09.8Z,4,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",200794,91.11366622864652,76.9607843137255,1610612755,61,103,2022-02-16T02:28:15Z,4800000,135.0,31.0,1,right,MISS P. Millsap 13' turnaround fadeaway Shot,[200794],1610612755.0,PHI,turnaround fadeaway,,,Millsap,P. Millsap,,,,,,,,,,13.83,Missed,,,,,,,,,,,,,
483,PT10M20.00S,2022-02-16T02:28:12.8Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,61,103,2022-02-16T02:28:15Z,4810000,,,0,,D. Theis REBOUND (Off:0 Def:8),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,482.0,8.0,8.0,0.0,,,,,
484,PT10M01.00S,2022-02-16T02:28:31.4Z,4,REGULAR,turnover,lost ball,[],1630174,,,1610612738,61,103,2022-02-16T02:28:36Z,4820000,,,0,,A. Nesmith lost ball TURNOVER (1 TO),"[1630174, 1630194]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,1.0,Reed,1630194.0
485,PT10M01.00S,2022-02-16T02:28:31.4Z,4,REGULAR,steal,,[],1630194,,,1610612755,61,103,2022-02-16T02:28:33Z,4830000,,,0,,P. Reed STEAL (2 STL),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
486,PT09M56.00S,2022-02-16T02:28:37.8Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612755,61,103,2022-02-16T02:28:44Z,4840000,,,0,,D. Theis shooting personal FOUL (4 PF) (Niang 2 FT),"[1628464, 1627777]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,204058.0,4.0,0.0,Niang,1627777.0,,,,,,,,,,,,,,,
488,PT09M56.00S,2022-02-16T02:28:48.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,61,103,2022-02-16T02:28:48Z,4860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT09M56.00S,2022-02-16T02:32:11.9Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627777,,,1610612755,62,103,2022-02-16T02:32:11Z,4870000,,,0,,G. Niang Free Throw 1 of 2 (8 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
490,PT09M56.00S,2022-02-16T02:32:25.1Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627777,,,1610612755,63,103,2022-02-16T02:32:25Z,4880000,,,0,,G. Niang Free Throw 2 of 2 (9 PTS),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
491,PT09M44.00S,2022-02-16T02:32:37.6Z,4,REGULAR,3pt,Jump Shot,[],1630573,33.03219448094612,62.99019607843137,1610612738,63,106,2022-02-16T02:32:44Z,4890000,-65.0,258.0,1,left,S. Hauser 26' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,26.61,Made,3.0,P. Pritchard,1630202.0,2.0,,,,,,,,,
493,PT09M29.00S,2022-02-16T02:32:52.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629003,92.82194480946123,44.11764705882353,1610612755,63,106,2022-02-16T02:33:05Z,4910000,-29.0,15.0,1,right,MISS S. Milton driving Layup - blocked,"[1629003, 1630271]",1610612755.0,PHI,driving,,,Milton,S. Milton,,,,,,,,,,3.3,Missed,,,,,,,,,Thomas,1630271.0,,,
494,PT09M29.00S,2022-02-16T02:32:52.8Z,4,REGULAR,block,,[],1630271,,,1610612755,63,106,2022-02-16T02:37:29Z,4920000,,,0,,B. Thomas BLOCK (1 BLK),[1630271],1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M24.00S,2022-02-16T02:32:57.8Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,63,106,2022-02-16T02:37:59Z,4930000,,,0,,D. Theis REBOUND (Off:0 Def:9),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,493.0,9.0,9.0,0.0,,,,,
496,PT09M23.00S,2022-02-16T02:33:01.8Z,4,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612738,63,106,2022-02-16T02:33:11Z,4940000,,,0,,A. Nesmith step out-of-bounds TURNOVER (2 TO),[1630174],1610612738.0,BOS,step,,,Nesmith,A. Nesmith,,,,,204058.0,,,,,,,,,,,,,,,,,2.0,,
497,PT09M11.00S,2022-02-16T02:33:26.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200794,67.7233902759527,60.294117647058826,1610612755,66,106,2022-02-16T02:33:32Z,4950000,51.0,251.0,1,right,P. Millsap 25' 3PT  (6 PTS) (S. Milton 3 AST),"[200794, 1629003]",1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,25.61,Made,6.0,S. Milton,1629003.0,3.0,,,,,,,,,
499,PT08M52.00S,2022-02-16T02:33:44.5Z,4,REGULAR,3pt,Jump Shot,[],1630174,33.03219448094612,31.372549019607845,1610612738,66,109,2022-02-16T02:33:50Z,4970000,93.0,258.0,1,left,A. Nesmith 27' 3PT  (8 PTS) (P. Pritchard 3 AST),"[1630174, 1630202]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,27.43,Made,8.0,P. Pritchard,1630202.0,3.0,,,,,,,,,
501,PT08M33.00S,2022-02-16T02:34:06.4Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612755,66,109,2022-02-16T02:34:16Z,4990000,,,0,,D. Theis shooting personal FOUL (5 PF) (Millsap 2 FT),"[1628464, 200794]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,2714.0,5.0,0.0,Millsap,200794.0,,,,,,,,,,,,,,,
503,PT08M33.00S,2022-02-16T02:34:31.4Z,4,REGULAR,freethrow,1 of 2,[],200794,,,1610612755,66,109,2022-02-16T02:34:31Z,5010000,,,0,,MISS P. Millsap Free Throw 1 of 2,[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,Missed,,,,,,,,,,,,,
504,PT08M33.00S,2022-02-16T02:34:31.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,66,109,2022-02-16T02:34:31Z,5020000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,503.0,,,,,,,,
505,PT08M33.00S,2022-02-16T02:34:32.6Z,4,REGULAR,substitution,out,[],1627777,,,1610612755,66,109,2022-02-16T02:34:39Z,5030000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M33.00S,2022-02-16T02:34:32.6Z,4,REGULAR,substitution,out,[],1628464,,,1610612755,66,109,2022-02-16T02:34:39Z,5040000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
507,PT08M33.00S,2022-02-16T02:34:32.6Z,4,REGULAR,substitution,in,[],1630198,,,1610612755,66,109,2022-02-16T02:34:39Z,5050000,,,0,,SUB in: I. Joe,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M33.00S,2022-02-16T02:34:32.6Z,4,REGULAR,substitution,in,[],1628436,,,1610612755,66,109,2022-02-16T02:34:39Z,5060000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M33.00S,2022-02-16T02:34:52.3Z,4,REGULAR,freethrow,2 of 2,[],200794,,,1610612755,67,109,2022-02-16T02:34:52Z,5070000,,,0,,P. Millsap Free Throw 2 of 2 (7 PTS),[200794],1610612755.0,PHI,,,,Millsap,P. Millsap,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
510,PT08M20.00S,2022-02-16T02:35:06.8Z,4,REGULAR,3pt,Jump Shot,[],1630573,31.32391590013141,72.54901960784314,1610612738,67,112,2022-02-16T02:35:12Z,5080000,-113.0,242.0,1,left,S. Hauser 26' 3PT  (6 PTS) (P. Pritchard 4 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,26.69,Made,6.0,P. Pritchard,1630202.0,4.0,,,,,,,,,
512,PT08M03.00S,2022-02-16T02:35:23.2Z,4,REGULAR,turnover,out-of-bounds,[],1630198,,,1610612755,67,112,2022-02-16T02:35:31Z,5100000,,,0,,I. Joe bad pass out-of-bounds TURNOVER (1 TO),[1630198],1610612755.0,PHI,bad pass,,,Joe,I. Joe,,,,,2714.0,,,,,,,,,,,,,,,,,1.0,,
513,PT07M56.00S,2022-02-16T02:35:40.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628436,8.327858081471746,54.411764705882355,1610612738,67,112,2022-02-16T02:35:52Z,5110000,-22.0,26.0,1,left,MISS L. Kornet alley-oop Layup,[1628436],1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,,,,,,3.4,Missed,,,,,,,,,,,,,
514,PT07M55.00S,2022-02-16T02:35:43.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,67,112,2022-02-16T02:35:43Z,5120000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,513.0,,,,,,,,
515,PT07M55.00S,2022-02-16T02:35:45.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,67,112,2022-02-16T02:35:45Z,5130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT07M53.00S,2022-02-16T02:36:03.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,67,112,2022-02-16T02:36:03Z,5140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT07M42.00S,2022-02-16T02:36:19.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630202,32.24375821287779,72.05882352941177,1610612738,67,115,2022-02-16T02:38:56Z,5150000,-110.0,251.0,1,left,P. Pritchard 27' 3PT pullup (3 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,,27.38,Made,3.0,,,,,,,,,,,,
518,PT07M22.00S,2022-02-16T02:36:39.0Z,4,REGULAR,3pt,Jump Shot,[],1627788,82.57227332457293,94.6078431372549,1610612755,70,115,2022-02-16T02:36:45Z,5160000,223.0,111.0,1,right,F. Korkmaz 24' 3PT pullup (6 PTS) (P. Millsap 1 AST),"[1627788, 200794]",1610612755.0,PHI,pullup,,,Korkmaz,F. Korkmaz,,,,,,,,,,24.92,Made,6.0,P. Millsap,200794.0,1.0,,,,,,,,,
520,PT07M08.00S,2022-02-16T02:36:52.3Z,4,REGULAR,3pt,Jump Shot,[],1630174,32.50657030223391,78.92156862745098,1610612738,70,115,2022-02-16T02:39:40Z,5180000,-145.0,253.0,1,left,MISS A. Nesmith 29' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,29.15,Missed,,,,,,,,,,,,,
521,PT07M05.00S,2022-02-16T02:36:55.3Z,4,REGULAR,rebound,defensive,[],1627788,,,1610612755,70,115,2022-02-16T02:36:58Z,5190000,,,0,,F. Korkmaz REBOUND (Off:0 Def:4),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,520.0,4.0,4.0,0.0,,,,,
522,PT07M03.00S,2022-02-16T02:37:00.6Z,4,REGULAR,foul,personal,[],1630271,,,1610612755,70,115,2022-02-16T02:37:27Z,5200000,,,0,,B. Thomas personal FOUL (1 PF),"[1630271, 1627788]",1610612738.0,BOS,,,,Thomas,B. Thomas,,,,,2714.0,1.0,0.0,Korkmaz,1627788.0,,,,,,,,,,,,,,,
524,PT07M03.00S,2022-02-16T02:37:15.9Z,4,REGULAR,substitution,out,[],1630194,,,1610612755,70,115,2022-02-16T02:37:18Z,5220000,,,0,,SUB out: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M03.00S,2022-02-16T02:37:15.9Z,4,REGULAR,substitution,in,[],1629646,,,1610612755,70,115,2022-02-16T02:37:18Z,5230000,,,0,,SUB in: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,
526,PT06M51.00S,2022-02-16T02:37:27.9Z,4,REGULAR,2pt,Jump Shot,[],1629646,76.65900131406045,64.70588235294117,1610612755,70,115,2022-02-16T02:40:24Z,5240000,74.0,167.0,1,right,MISS C. Bassey 18' floating Shot,[1629646],1610612755.0,PHI,floating,,,Bassey,C. Bassey,,,,,,,,,,18.24,Missed,,,,,,,,,,,,,
527,PT06M49.00S,2022-02-16T02:37:30.0Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,70,115,2022-02-16T02:37:30Z,5250000,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,526.0,1.0,1.0,0.0,,,,,
528,PT06M47.00S,2022-02-16T02:37:32.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628436,30.404073587385014,72.30392156862744,1610612738,70,115,2022-02-16T02:37:52Z,5260000,-112.0,233.0,1,left,MISS L. Kornet 25' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,25.86,Missed,,,,,,,,,,,,,
529,PT06M43.00S,2022-02-16T02:37:35.2Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,70,115,2022-02-16T02:37:35Z,5270000,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,528.0,1.0,0.0,1.0,,,,,
530,PT06M39.00S,2022-02-16T02:37:41.7Z,4,REGULAR,foul,personal,['2freethrow'],1627788,,,1610612738,70,115,2022-02-16T02:37:51Z,5280000,,,0,,F. Korkmaz shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1627788, 1630174]",1610612755.0,PHI,shooting,,,Korkmaz,F. Korkmaz,,,,,204058.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
532,PT06M39.00S,2022-02-16T02:38:05.8Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630174,,,1610612738,70,116,2022-02-16T02:38:05Z,5300000,,,0,,A. Nesmith Free Throw 1 of 2 (9 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
533,PT06M39.00S,2022-02-16T02:38:18.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630174,,,1610612738,70,117,2022-02-16T02:38:18Z,5310000,,,0,,A. Nesmith Free Throw 2 of 2 (10 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
534,PT06M26.00S,2022-02-16T02:38:34.4Z,4,REGULAR,3pt,Jump Shot,[],1630198,73.63666228646518,83.57843137254902,1610612755,70,117,2022-02-16T02:38:46Z,5320000,168.0,195.0,1,right,MISS I. Joe 25' 3PT,[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,25.76,Missed,,,,,,,,,,,,,
535,PT06M22.00S,2022-02-16T02:38:38.4Z,4,REGULAR,rebound,offensive,[],1629646,,,1610612755,70,117,2022-02-16T02:38:46Z,5330000,,,0,,C. Bassey REBOUND (Off:1 Def:0),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,534.0,1.0,0.0,1.0,,,,,
536,PT06M22.00S,2022-02-16T02:38:41.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629646,89.93101182654402,48.774509803921575,1610612755,70,117,2022-02-16T02:39:07Z,5340000,-6.0,42.0,1,right,MISS C. Bassey Layup - blocked,"[1629646, 1630174]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,4.25,Missed,,,,,,,,,Nesmith,1630174.0,,,
537,PT06M22.00S,2022-02-16T02:38:41.2Z,4,REGULAR,block,,[],1630174,,,1610612755,70,117,2022-02-16T02:38:46Z,5350000,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
541,PT06M22.00S,2022-02-16T02:38:41.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,70,117,2022-02-16T02:45:09Z,5360000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,536.0,,,,,,,,
538,PT06M20.00S,2022-02-16T02:39:03.4Z,4,REGULAR,jumpball,recovered,[],1630573,,,1610612738,70,117,2022-02-16T02:39:03Z,5370000,,,0,,Jump Ball A. Nesmith vs. C. Bassey: Tip to S. Hauser,"[1630573, 1630174, 1629646]",1610612738.0,BOS,heldball,S. Hauser,1630573.0,Hauser,S. Hauser,Nesmith,1630174.0,Bassey,1629646.0,,,,,,,,,,,,,,,,,,,,
