actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
338,PT01M08.00S,2023-12-13T02:05:47.7Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203999,,,1610612741,47,54,2023-12-13T02:05:59Z,3320000,False,,,0,,N. Jokic technical FOUL (1 Tech),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,1628159.0,,,,,1.0,1.0,,,,,,,
339,PT01M08.00S,2023-12-13T02:05:59.9Z,2,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,48,54,2023-12-13T02:05:59Z,3330000,False,,,0,,D. DeRozan technical Free Throw 1 of 1 (10 PTS),[201942],1610612741.0,CHI,technical,,,DeRozan,D. DeRozan,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
340,PT01M08.00S,2023-12-13T02:06:01.4Z,2,REGULAR,ejection,other,[],203999,,,1610612741,48,54,2023-12-13T02:06:27Z,3340000,False,,,0,,Ejection N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,1628159.0,,,,,,,,,,,,,
341,PT01M08.00S,2023-12-13T02:06:06.1Z,2,REGULAR,substitution,out,[],203999,,,1610612741,48,54,2023-12-13T02:06:17Z,3350000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT01M08.00S,2023-12-13T02:06:06.1Z,2,REGULAR,substitution,in,[],201599,,,1610612741,48,54,2023-12-13T02:06:17Z,3360000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT01M08.00S,2023-12-13T02:06:42.4Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629632,,,1610612741,49,54,2023-12-13T02:06:42Z,3370000,False,,,0,,C. White Free Throw 1 of 2 (11 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
344,PT01M08.00S,2023-12-13T02:06:42.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629632,,,1610612741,50,54,2023-12-13T02:07:05Z,3380000,False,,,0,,C. White Free Throw 2 of 2 (12 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
345,PT00M55.80S,2023-12-13T02:07:12.4Z,2,REGULAR,2pt,Jump Shot,[],1629008,74.19513797634691,31.372549019607842,1610612743,50,54,2023-12-13T02:16:12Z,3390000,False,-93.0,190.0,1,right,MISS M. Porter Jr. 21' step back Shot,[1629008],1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,21.17,Missed,,,,,,,,,,,,,,,,,,
346,PT00M54.70S,2023-12-13T02:07:13.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,50,54,2023-12-13T02:07:23Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,345.0,,,,,,,,,,,,
347,PT00M54.70S,2023-12-13T02:07:19.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612743,50,54,2023-12-13T02:07:28Z,3410000,False,,,0,,T. Craig loose ball personal FOUL (3 PF) (Jordan 2 FT),"[1628470, 201599]",1610612741.0,CHI,loose ball,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,1193.0,,,,,3.0,0.0,Jordan,201599.0,,,,,
349,PT00M54.70S,2023-12-13T02:07:49.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201599,,,1610612743,50,54,2023-12-13T02:07:49Z,3430000,False,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
350,PT00M54.70S,2023-12-13T02:07:49.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,50,54,2023-12-13T02:07:49Z,3440000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,
351,PT00M54.70S,2023-12-13T02:07:50.3Z,2,REGULAR,substitution,out,[],1628470,,,1610612743,50,54,2023-12-13T02:07:54Z,3450000,False,,,0,,SUB out: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M54.70S,2023-12-13T02:07:50.3Z,2,REGULAR,substitution,in,[],1630172,,,1610612743,50,54,2023-12-13T02:07:54Z,3460000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M54.70S,2023-12-13T02:08:11.5Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201599,,,1610612743,50,55,2023-12-13T02:08:11Z,3470000,False,,,0,,D. Jordan Free Throw 2 of 2 (4 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
354,PT00M34.10S,2023-12-13T02:08:37.2Z,2,REGULAR,2pt,Jump Shot,[],201942,26.231931668856767,50.0,1610612741,50,55,2023-12-13T02:08:40Z,3480000,False,0.0,194.0,1,left,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,19.41,Missed,,,,,,,,,,,,,,,,,,
355,PT00M32.40S,2023-12-13T02:08:38.9Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,50,55,2023-12-13T02:08:40Z,3490000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,354.0,2.0,2.0,0.0,,,,,,,,,
356,PT00M23.70S,2023-12-13T02:08:49.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,93.24901445466492,50.0,1610612743,50,57,2023-12-13T02:08:54Z,3500000,False,0.0,11.0,1,right,A. Gordon driving DUNK (7 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.1,Made,7.0,,,,,,,,,,,,,,,,,
357,PT00M00.40S,2023-12-13T02:09:14.9Z,2,REGULAR,3pt,Jump Shot,[],1628975,5.469776609724048,95.58823529411765,1610612741,50,57,2023-12-13T02:09:19Z,3510000,False,-228.0,-1.0,1,left,MISS J. Carter 3PT,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,Left Corner 3,24+ Left,22.79,Missed,,,,,,,,,,,,,,,,,,
358,PT00M00.40S,2023-12-13T02:09:14.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,50,57,2023-12-13T02:09:19Z,3520000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,357.0,,,,,,,,,,,,
359,PT00M00.00S,2023-12-13T02:09:18.7Z,2,REGULAR,period,end,[],0,,,1610612741,50,57,2023-12-13T02:09:18Z,3530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2023-12-13T02:24:02.7Z,3,REGULAR,substitution,out,['startperiod'],1628975,,,1610612741,50,57,2023-12-13T02:24:36Z,3540000,False,,,0,,SUB out: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2023-12-13T02:24:02.7Z,3,REGULAR,substitution,out,['startperiod'],203484,,,1610612741,50,57,2023-12-13T02:24:36Z,3550000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2023-12-13T02:24:02.7Z,3,REGULAR,substitution,out,['startperiod'],201599,,,1610612741,50,57,2023-12-13T02:24:36Z,3560000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2023-12-13T02:24:02.7Z,3,REGULAR,substitution,in,['startperiod'],1630245,,,1610612741,50,57,2023-12-13T02:24:36Z,3570000,False,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2023-12-13T02:24:02.7Z,3,REGULAR,substitution,in,['startperiod'],1631124,,,1610612741,50,57,2023-12-13T02:24:36Z,3580000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2023-12-13T02:24:02.7Z,3,REGULAR,substitution,in,['startperiod'],1631212,,,1610612741,50,57,2023-12-13T02:24:36Z,3590000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2023-12-13T02:24:37.8Z,3,REGULAR,period,start,[],0,,,1610612741,50,57,2023-12-13T02:24:37Z,3600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT11M39.00S,2023-12-13T02:24:57.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,87.99277266754271,48.28431372549019,1610612741,52,57,2023-12-13T02:25:12Z,3610000,False,-9.0,60.0,1,right,N. Vucevic 6' Hook (17 PTS) (C. White 4 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,17.0,C. White,1629632.0,4.0,,,,,,,,,,,,,,
369,PT11M11.00S,2023-12-13T02:25:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,7.046649145860711,39.950980392156865,1610612743,52,57,2023-12-13T02:25:30Z,3630000,False,50.0,14.0,1,left,MISS R. Jackson driving reverse Layup,[202704],1610612743.0,DEN,driving reverse,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,5.2,Missed,,,,,,,,,,,,,,,,,,
370,PT11M09.00S,2023-12-13T02:25:27.8Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,52,57,2023-12-13T02:25:30Z,3640000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:9),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,369.0,13.0,9.0,4.0,,,,,,,,,
371,PT10M56.00S,2023-12-13T02:25:41.5Z,3,REGULAR,2pt,Jump Shot,[],1629632,77.87450722733246,31.61764705882353,1610612741,54,57,2023-12-13T02:26:20Z,3650000,False,-92.0,155.0,1,right,C. White 18' step back Jump Shot (14 PTS),[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Mid-Range,16-24 Left Center,18.06,Made,14.0,,,,,,,,,,,,,,,,,
372,PT10M43.00S,2023-12-13T02:26:00.9Z,3,REGULAR,foul,technical,['1freethrow'],1630172,,,1610612743,54,57,2023-12-13T02:26:11Z,3660000,False,,,0,,P. Williams defensive-3-second technical FOUL (1 Tech),[1630172],1610612741.0,CHI,defensive-3-second,,,Williams,P. Williams,,,,,,,,,,,,,200834.0,,,,,0.0,1.0,,,,,,,
373,PT10M43.00S,2023-12-13T02:26:15.3Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,54,58,2023-12-13T02:26:15Z,3670000,False,,,0,,M. Porter Jr. technical Free Throw 1 of 1 (7 PTS),[1629008],1610612743.0,DEN,technical,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
374,PT10M39.00S,2023-12-13T02:26:37.5Z,3,REGULAR,3pt,Jump Shot,[],1631124,26.49474375821288,12.990196078431374,1610612743,54,61,2023-12-13T02:26:44Z,3680000,False,185.0,197.0,1,left,J. Strawther 27' 3PT  (3 PTS) (A. Gordon 2 AST),"[1631124, 203932]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,27.0,Made,3.0,A. Gordon,203932.0,2.0,,,,,,,,,,,,,,
376,PT10M12.00S,2023-12-13T02:27:03.9Z,3,REGULAR,3pt,Jump Shot,[],201942,69.46452036793693,69.36274509803921,1610612741,54,61,2023-12-13T02:27:28Z,3700000,False,97.0,235.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,25.37,Missed,,,,,,,,,,,,,,,,,,
377,PT10M10.00S,2023-12-13T02:27:05.9Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,54,61,2023-12-13T02:27:07Z,3710000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,376.0,3.0,3.0,0.0,,,,,,,,,
378,PT10M01.00S,2023-12-13T02:27:16.6Z,3,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612743,54,61,2023-12-13T02:27:23Z,3720000,False,,,0,,A. Dosunmu shooting personal FOUL (3 PF) (Strawther 2 FT),"[1630245, 1631124]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628159.0,,,,,3.0,0.0,Strawther,1631124.0,,,,,
380,PT10M01.00S,2023-12-13T02:27:40.7Z,3,REGULAR,freethrow,1 of 2,[],1631124,,,1610612743,54,62,2023-12-13T02:27:40Z,3740000,False,,,0,,J. Strawther Free Throw 1 of 2 (4 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
381,PT10M01.00S,2023-12-13T02:27:51.0Z,3,REGULAR,freethrow,2 of 2,[],1631124,,,1610612743,54,63,2023-12-13T02:27:51Z,3750000,False,,,0,,J. Strawther Free Throw 2 of 2 (5 PTS),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
382,PT09M44.00S,2023-12-13T02:28:09.2Z,3,REGULAR,3pt,Jump Shot,[],1629632,67.7562417871222,65.68627450980392,1610612741,57,63,2023-12-13T02:28:25Z,3760000,False,78.0,251.0,1,right,C. White 26' 3PT  (17 PTS) (N. Vucevic 2 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,26.26,Made,17.0,N. Vucevic,202696.0,2.0,,,,,,,,,,,,,,
384,PT09M20.00S,2023-12-13T02:28:33.3Z,3,REGULAR,2pt,Jump Shot,[],1629008,27.54599211563732,56.86274509803921,1610612743,57,65,2023-12-13T02:28:38Z,3780000,False,-34.0,206.0,1,left,M. Porter Jr. 20' pullup Jump Shot (9 PTS) (J. Strawther 2 AST),"[1629008, 1631124]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,20.92,Made,9.0,J. Strawther,1631124.0,2.0,,,,,,,,,,,,,,
386,PT09M13.00S,2023-12-13T02:28:43.3Z,3,REGULAR,foul,personal,['2freethrow'],202704,,,1610612741,57,65,2023-12-13T02:29:03Z,3800000,False,,,0,,R. Jackson shooting personal FOUL (2 PF) (Dosunmu 2 FT),"[202704, 1630245]",1610612743.0,DEN,shooting,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,1628159.0,,,,,2.0,0.0,Dosunmu,1630245.0,,,,,
388,PT09M13.00S,2023-12-13T02:29:04.2Z,3,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,58,65,2023-12-13T02:29:04Z,3820000,False,,,0,,A. Dosunmu Free Throw 1 of 2 (1 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
389,PT09M13.00S,2023-12-13T02:29:19.1Z,3,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,59,65,2023-12-13T02:29:19Z,3830000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (2 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
390,PT08M57.00S,2023-12-13T02:29:36.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,6.258212877792378,50.0,1610612743,59,67,2023-12-13T02:29:40Z,3840000,False,0.0,6.0,1,left,A. Gordon driving DUNK (9 PTS),[203932],1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,0.63,Made,9.0,,,,,,,,,,,,,,,,,
391,PT08M35.00S,2023-12-13T02:29:58.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,84.31340341655716,57.35294117647059,1610612741,59,67,2023-12-13T02:30:08Z,3850000,False,37.0,95.0,1,right,MISS D. DeRozan 10' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.19,Missed,,,,,,,,,,,,,,,,,,
392,PT08M33.00S,2023-12-13T02:30:00.0Z,3,REGULAR,rebound,defensive,[],1631124,,,1610612743,59,67,2023-12-13T02:30:08Z,3860000,False,,,0,,J. Strawther REBOUND (Off:0 Def:3),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,391.0,3.0,3.0,0.0,,,,,,,,,
393,PT08M25.00S,2023-12-13T02:30:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202704,5.469776609724048,48.03921568627451,1610612743,59,69,2023-12-13T02:30:14Z,3870000,False,10.0,-1.0,1,left,R. Jackson cutting Layup (18 PTS) (A. Gordon 3 AST),"[202704, 203932]",1610612743.0,DEN,cutting,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,0.99,Made,18.0,A. Gordon,203932.0,3.0,,,,,,,,,,,,,,
395,PT08M25.00S,2023-12-13T02:30:13.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,59,69,2023-12-13T02:30:13Z,3890000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT08M09.00S,2023-12-13T02:33:18.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.89027595269383,49.50980392156863,1610612741,61,69,2023-12-13T02:33:23Z,3900000,False,-2.0,80.0,1,right,N. Vucevic 8' Hook (19 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,8.01,Made,19.0,,,,,,,,,,,,,,,,,
398,PT07M55.00S,2023-12-13T02:33:34.1Z,3,REGULAR,3pt,Jump Shot,[],1631124,31.09395532194481,65.93137254901961,1610612743,61,69,2023-12-13T02:34:14Z,3920000,False,-80.0,240.0,1,left,MISS J. Strawther 25' 3PT,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
399,PT07M55.00S,2023-12-13T02:33:34.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,61,69,2023-12-13T02:33:40Z,3930000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,398.0,,,,,,,,,,,,
401,PT07M36.00S,2023-12-13T02:34:03.6Z,3,REGULAR,turnover,lost ball,[],1630172,,,1610612741,61,69,2023-12-13T02:34:08Z,3950000,False,,,0,,P. Williams lost ball TURNOVER (1 TO),"[1630172, 1631124]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,,,Strawther,1631124.0
402,PT07M36.00S,2023-12-13T02:34:03.6Z,3,REGULAR,steal,,[],1631124,,,1610612743,61,69,2023-12-13T02:34:09Z,3960000,False,,,0,,J. Strawther STEAL (1 STL),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
403,PT07M28.00S,2023-12-13T02:34:12.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",202704,6.1268068331143235,95.09803921568627,1610612743,61,72,2023-12-13T02:35:07Z,3970000,False,-225.0,5.0,1,left,R. Jackson 3PT running (21 PTS) (J. Strawther 3 AST),"[202704, 1631124]",1610612743.0,DEN,running,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,22.56,Made,21.0,J. Strawther,1631124.0,3.0,,,,,,,,,,,,,,
405,PT07M21.00S,2023-12-13T02:34:20.2Z,3,REGULAR,turnover,out-of-bounds,[],1630245,,,1610612741,61,72,2023-12-13T02:34:24Z,3990000,False,,,0,,A. Dosunmu lost ball out-of-bounds TURNOVER (2 TO),[1630245],1610612741.0,CHI,lost ball,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,,,,,,,200834.0,,,,,,,,,2.0,,,,
406,PT07M07.00S,2023-12-13T02:34:41.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,28.07161629434954,17.647058823529413,1610612743,61,72,2023-12-13T02:34:46Z,4000000,False,162.0,211.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.62,Missed,,,,,,,,,,,,,,,,,,
407,PT07M05.00S,2023-12-13T02:34:43.5Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,61,72,2023-12-13T02:34:46Z,4010000,False,,,0,,N. Vucevic REBOUND (Off:4 Def:10),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,,406.0,14.0,10.0,4.0,,,,,,,,,
408,PT06M59.00S,2023-12-13T02:34:49.1Z,3,REGULAR,3pt,Jump Shot,[],1629632,68.15045992115637,70.34313725490196,1610612741,64,72,2023-12-13T02:35:00Z,4020000,False,102.0,247.0,1,right,C. White 26' 3PT  (20 PTS) (N. Vucevic 3 AST),"[1629632, 202696]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,26.7,Made,20.0,N. Vucevic,202696.0,3.0,,,,,,,,,,,,,,
410,PT06M42.00S,2023-12-13T02:35:05.7Z,3,REGULAR,3pt,Jump Shot,[],1629008,19.267411300919843,92.64705882352942,1610612743,64,75,2023-12-13T02:35:11Z,4040000,False,-213.0,129.0,1,left,M. Porter Jr. 24' 3PT  (12 PTS) (A. Gordon 4 AST),"[1629008, 203932]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,24.9,Made,12.0,A. Gordon,203932.0,4.0,,,,,,,,,,,,,,
412,PT06M33.00S,2023-12-13T02:35:15.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,89.43823915900131,63.23529411764706,1610612741,64,75,2023-12-13T02:35:19Z,4060000,False,66.0,47.0,1,right,MISS C. White 8' driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,In The Paint (Non-RA),8-16 Right,8.11,Missed,,,,,,,,,,,,,,,,,,
413,PT06M30.00S,2023-12-13T02:35:18.5Z,3,REGULAR,rebound,defensive,[],1631124,,,1610612743,64,75,2023-12-13T02:35:19Z,4070000,False,,,0,,J. Strawther REBOUND (Off:0 Def:4),[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,412.0,4.0,4.0,0.0,,,,,,,,,
414,PT06M13.00S,2023-12-13T02:35:38.2Z,3,REGULAR,foul,personal,['2freethrow'],201942,,,1610612743,64,75,2023-12-13T02:35:48Z,4080000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Watson 2 FT),"[201942, 1631212]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1193.0,,,,,2.0,0.0,Watson,1631212.0,,,,,
416,PT06M13.00S,2023-12-13T02:36:09.7Z,3,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,64,76,2023-12-13T02:36:09Z,4100000,False,,,0,,P. Watson Free Throw 1 of 2 (3 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
417,PT06M13.00S,2023-12-13T02:36:11.3Z,3,REGULAR,substitution,out,[],201942,,,1610612743,64,76,2023-12-13T02:36:24Z,4110000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M13.00S,2023-12-13T02:36:11.3Z,3,REGULAR,substitution,out,[],1630245,,,1610612743,64,76,2023-12-13T02:36:24Z,4120000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M13.00S,2023-12-13T02:36:11.3Z,3,REGULAR,substitution,out,[],202704,,,1610612743,64,76,2023-12-13T02:36:24Z,4130000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M13.00S,2023-12-13T02:36:11.3Z,3,REGULAR,substitution,in,[],1628975,,,1610612743,64,76,2023-12-13T02:36:24Z,4140000,False,,,0,,SUB in: J. Carter,[1628975],1610612741.0,CHI,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M13.00S,2023-12-13T02:36:11.3Z,3,REGULAR,substitution,in,[],1628470,,,1610612743,64,76,2023-12-13T02:36:24Z,4150000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M13.00S,2023-12-13T02:36:11.3Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,64,76,2023-12-13T02:36:24Z,4160000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M13.00S,2023-12-13T02:36:33.2Z,3,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,64,77,2023-12-13T02:36:33Z,4170000,False,,,0,,P. Watson Free Throw 2 of 2 (4 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
