actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
253,PT06M35.00S,2025-01-05T02:24:53.3Z,2,REGULAR,steal,,[],1630311,,,1610612744,43,37,2025-01-05T02:24:56Z,2510000,False,,,0,,P. Spencer STEAL (1 STL),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
254,PT06M30.00S,2025-01-05T02:25:00.2Z,2,REGULAR,foul,personal,['2freethrow'],1642377,,,1610612744,43,37,2025-01-05T02:25:09Z,2520000,False,,,0,,J. Wells shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1642377, 1630228]",1610612763.0,MEM,shooting,,,Wells,J. Wells,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,1.0,0.0,Kuminga,1630228.0,,
256,PT06M30.00S,2025-01-05T02:25:27.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630228,,,1610612744,43,37,2025-01-05T02:25:27Z,2540000,False,,,0,,MISS J. Kuminga Free Throw 1 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
257,PT06M30.00S,2025-01-05T02:25:27.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,43,37,2025-01-05T02:25:27Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,256.0,,,,,,,,,,
258,PT06M30.00S,2025-01-05T02:25:28.6Z,2,REGULAR,substitution,out,[],1628991,,,1610612744,43,37,2025-01-05T02:25:35Z,2560000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M30.00S,2025-01-05T02:25:28.6Z,2,REGULAR,substitution,in,[],1630643,,,1610612744,43,37,2025-01-05T02:25:35Z,2570000,False,,,0,,SUB in: J. Huff,[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT06M30.00S,2025-01-05T02:25:49.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1630228,,,1610612744,44,37,2025-01-05T02:25:49Z,2580000,False,,,0,,J. Kuminga Free Throw 2 of 2 (10 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
261,PT06M20.00S,2025-01-05T02:26:03.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,90.75229960578186,57.84313725490197,1610612763,44,37,2025-01-05T02:26:08Z,2590000,False,39.0,34.0,1,right,MISS D. Bane driving Layup,[1630217],1610612763.0,MEM,driving,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,5.22,Missed,,,,,,,,,,,,,,,,,,
262,PT06M20.00S,2025-01-05T02:26:03.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,44,37,2025-01-05T02:26:08Z,2600000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,261.0,,,,,,,,,,
264,PT06M05.00S,2025-01-05T02:26:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,6.915243101182654,56.86274509803921,1610612744,46,37,2025-01-05T02:26:25Z,2620000,False,-34.0,13.0,1,left,T. Jackson-Davis cutting Layup (2 PTS) (P. Spencer 1 AST),"[1631218, 1630311]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.65,Made,2.0,,,,P. Spencer,1630311.0,1.0,,,,,,,,,,,
266,PT05M58.00S,2025-01-05T02:26:47.0Z,2,REGULAR,substitution,out,[],1630590,,,1610612763,46,37,2025-01-05T02:26:51Z,2640000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M58.00S,2025-01-05T02:26:47.0Z,2,REGULAR,substitution,in,[],1631222,,,1610612763,46,37,2025-01-05T02:26:51Z,2650000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M56.00S,2025-01-05T02:27:16.7Z,2,REGULAR,jumpball,recovered,[],1630228,,,1610612763,46,37,2025-01-05T02:27:16Z,2660000,False,,,0,,Jump Ball L. Waters III vs. D. Bane: Tip to J. Kuminga,"[1630228, 1630322, 1630217]",1610612744.0,GSW,heldball,J. Kuminga,1630228.0,Kuminga,J. Kuminga,Waters III,1630322.0,Bane,1630217.0,,,,,,,,,,,,,,,,,,,,,,
271,PT05M56.00S,2025-01-05T02:27:16.7Z,2,REGULAR,turnover,lost ball,[],1630217,,,1610612763,46,37,2025-01-05T02:27:16Z,2690000,False,,,0,,D. Bane lost ball TURNOVER (5 TO),"[1630217, 1630322]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,5.0,Waters III,1630322.0,,,,,,,,,,,,,,
272,PT05M56.00S,2025-01-05T02:27:16.7Z,2,REGULAR,steal,,[],1630322,,,1610612744,46,37,2025-01-05T02:27:16Z,2700000,False,,,0,,L. Waters III STEAL (1 STL),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M38.00S,2025-01-05T02:27:34.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630228,15.900131406044679,39.87821691176471,1610612744,46,37,2025-01-05T02:27:53Z,2710000,False,51.0,97.0,1,left,MISS J. Kuminga 10' fadeaway Shot,[1630228],1610612744.0,GSW,fadeaway,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,10.94,Missed,,,,,,,,,,,,,,,,,,
274,PT05M35.00S,2025-01-05T02:27:37.9Z,2,REGULAR,rebound,offensive,[],1630311,,,1610612744,46,37,2025-01-05T02:27:39Z,2720000,False,,,0,,P. Spencer REBOUND (Off:1 Def:0),[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,273.0,,1.0,0.0,1.0,,,,,,
275,PT05M31.00S,2025-01-05T02:27:43.1Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,46,37,2025-01-05T02:27:46Z,2730000,False,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (3 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,3.0,,,,,,,202007.0,,,,,,,,,
276,PT05M08.00S,2025-01-05T02:28:12.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1642377,83.65637319316689,69.36274509803921,1610612763,46,39,2025-01-05T02:28:17Z,2740000,False,97.0,101.0,1,right,J. Wells 14' fadeaway Jump Shot (6 PTS),[1642377],1610612763.0,MEM,fadeaway,,,Wells,J. Wells,,,,,Mid-Range,8-16 Right,14.0,Made,6.0,,,,,,,,,,,,,,,,,
277,PT04M48.00S,2025-01-05T02:28:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,11.383048620236531,51.225490196078425,1610612744,46,39,2025-01-05T02:28:34Z,2750000,False,-6.0,55.0,1,left,MISS T. Jackson-Davis cutting Layup - blocked,"[1631218, 1630643]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,5.48,Missed,,,,,,,,,,,,,,,,,Huff,1630643.0
278,PT04M48.00S,2025-01-05T02:28:30.9Z,2,REGULAR,block,,[],1630643,,,1610612744,46,39,2025-01-05T02:28:32Z,2760000,False,,,0,,J. Huff BLOCK (1 BLK),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
279,PT04M46.00S,2025-01-05T02:28:32.9Z,2,REGULAR,rebound,offensive,[],1631218,,,1610612744,46,39,2025-01-05T02:28:34Z,2770000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:2),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,277.0,,3.0,2.0,1.0,,,,,,
280,PT04M45.00S,2025-01-05T02:28:33.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631218,10.85742444152431,53.67647058823529,1610612744,46,39,2025-01-05T02:44:52Z,2780000,False,-18.0,50.0,1,left,MISS T. Jackson-Davis putback Layup - blocked,"[1631218, 1630643]",1610612744.0,GSW,putback,,,Jackson-Davis,T. Jackson-Davis,,,,,In The Paint (Non-RA),0-8 Center,5.29,Missed,,,,,,,,,,,,,,,,,Huff,1630643.0
281,PT04M45.00S,2025-01-05T02:28:33.9Z,2,REGULAR,block,,[],1630643,,,1610612744,46,39,2025-01-05T02:28:36Z,2790000,False,,,0,,J. Huff BLOCK (2 BLK),[1630643],1610612763.0,MEM,,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
282,PT04M43.00S,2025-01-05T02:28:35.9Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,46,39,2025-01-05T02:28:36Z,2800000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,280.0,,1.0,1.0,0.0,,,,,,
283,PT04M40.00S,2025-01-05T02:28:39.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630643,68.41327201051249,25.0,1610612763,46,42,2025-01-05T02:29:34Z,2810000,False,-125.0,244.0,1,right,J. Huff 27' 3PT running (3 PTS) (J. LaRavia 2 AST),"[1630643, 1631222]",1610612763.0,MEM,running,,,Huff,J. Huff,,,,,Above the Break 3,24+ Left Center,27.45,Made,3.0,,,,J. LaRavia,1631222.0,2.0,,,,,,,,,,,
285,PT04M26.00S,2025-01-05T02:28:56.5Z,2,REGULAR,foul,personal,[],1631222,,,1610612744,46,42,2025-01-05T02:29:21Z,2830000,False,,,0,,J. LaRavia personal FOUL (2 PF),"[1631222, 1630311]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Mid-Range,8-16 Left,,,,,,,,,,,204058.0,,,,2.0,0.0,Spencer,1630311.0,,
287,PT04M26.00S,2025-01-05T02:29:09.0Z,2,REGULAR,substitution,out,[],1631218,,,1610612744,46,42,2025-01-05T02:29:19Z,2850000,False,,,0,,SUB out: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M26.00S,2025-01-05T02:29:09.0Z,2,REGULAR,substitution,out,[],1630311,,,1610612744,46,42,2025-01-05T02:29:19Z,2860000,False,,,0,,SUB out: P. Spencer,[1630311],1610612744.0,GSW,,,,Spencer,P. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M26.00S,2025-01-05T02:29:09.0Z,2,REGULAR,substitution,in,[],203471,,,1610612744,46,42,2025-01-05T02:29:19Z,2870000,False,,,0,,SUB in: D. Schröder,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M26.00S,2025-01-05T02:29:09.0Z,2,REGULAR,substitution,in,[],203110,,,1610612744,46,42,2025-01-05T02:29:19Z,2880000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M12.00S,2025-01-05T02:30:04.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,8.360709592641262,59.068627450980394,1610612744,46,42,2025-01-05T02:30:08Z,2890000,False,-45.0,26.0,1,left,MISS D. Green cutting Layup,[203110],1610612744.0,GSW,cutting,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
292,PT04M10.00S,2025-01-05T02:30:06.8Z,2,REGULAR,rebound,defensive,[],1631222,,,1610612763,46,42,2025-01-05T02:30:08Z,2900000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,291.0,,3.0,2.0,1.0,,,,,,
293,PT04M07.00S,2025-01-05T02:30:09.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,66.5735873850197,44.85294117647059,1610612763,46,42,2025-01-05T02:30:15Z,2910000,False,-26.0,262.0,1,right,MISS D. Bane 26' running 3PT,[1630217],1610612763.0,MEM,running,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,26.3,Missed,,,,,,,,,,,,,,,,,,
294,PT04M03.00S,2025-01-05T02:30:13.5Z,2,REGULAR,rebound,defensive,[],1630322,,,1610612744,46,42,2025-01-05T02:30:15Z,2920000,False,,,0,,L. Waters III REBOUND (Off:0 Def:3),[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,Above the Break 3,24+ Center,,,,,,,,,,293.0,,3.0,3.0,0.0,,,,,,
295,PT03M59.00S,2025-01-05T02:30:24.0Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,46,42,2025-01-05T02:30:30Z,2930000,False,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (4 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,4.0,,,,,,,202007.0,,,,,,,,,
296,PT03M50.00S,2025-01-05T02:30:33.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,92.46057818659659,41.42156862745098,1610612763,46,44,2025-01-05T02:46:29Z,2940000,False,-43.0,18.0,1,right,D. Bane cutting Layup (6 PTS) (J. LaRavia 3 AST),"[1630217, 1631222]",1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,4.67,Made,6.0,,,,J. LaRavia,1631222.0,3.0,,,,,,,,,,,
298,PT03M23.00S,2025-01-05T02:31:03.7Z,2,REGULAR,foul,personal,[],1629634,,,1610612744,46,44,2025-01-05T02:31:17Z,2960000,False,,,0,,B. Clarke personal FOUL (1 PF),"[1629634, 1630228]",1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1629178.0,,,,1.0,0.0,Kuminga,1630228.0,,
300,PT03M23.00S,2025-01-05T02:31:21.2Z,2,REGULAR,substitution,out,[],1630322,,,1610612744,46,44,2025-01-05T02:31:26Z,2980000,False,,,0,,SUB out: L. Waters III,[1630322],1610612744.0,GSW,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M23.00S,2025-01-05T02:31:21.2Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,46,44,2025-01-05T02:31:26Z,2990000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M14.00S,2025-01-05T02:31:40.4Z,2,REGULAR,3pt,Jump Shot,[],203952,25.57490144546649,85.7843137254902,1610612744,46,44,2025-01-05T02:31:44Z,3000000,False,-179.0,188.0,1,left,MISS A. Wiggins 25' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
303,PT03M10.00S,2025-01-05T02:31:44.4Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,46,44,2025-01-05T02:31:44Z,3010000,False,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,302.0,,2.0,2.0,0.0,,,,,,
304,PT03M01.00S,2025-01-05T02:31:53.4Z,2,REGULAR,3pt,Jump Shot,[],1630643,65.52233902759527,43.627450980392155,1610612763,46,47,2025-01-05T02:31:57Z,3020000,False,-32.0,272.0,1,right,J. Huff 27' 3PT  (6 PTS) (J. Wells 2 AST),"[1630643, 1642377]",1610612763.0,MEM,,,,Huff,J. Huff,,,,,Above the Break 3,24+ Center,27.35,Made,6.0,,,,J. Wells,1642377.0,2.0,,,,,,,,,,,
306,PT03M00.00S,2025-01-05T02:31:57.8Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,46,47,2025-01-05T02:31:57Z,3040000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M40.00S,2025-01-05T02:33:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630228,27.414586070959263,9.803921568627452,1610612744,49,47,2025-01-05T02:33:58Z,3050000,False,201.0,205.0,1,left,J. Kuminga 28' 3PT  (13 PTS) (D. Schröder 3 AST),"[1630228, 203471]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,28.72,Made,13.0,,,,D. Schröder,203471.0,3.0,,,,,,,,,,,
309,PT02M27.00S,2025-01-05T02:34:05.1Z,2,REGULAR,foul,personal,['2freethrow'],203471,,,1610612763,49,47,2025-01-05T02:34:24Z,3070000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (LaRavia 2 FT),"[203471, 1631222]",1610612744.0,GSW,shooting,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,,,1.0,0.0,LaRavia,1631222.0,,
311,PT02M27.00S,2025-01-05T02:34:43.0Z,2,REGULAR,freethrow,1 of 2,[],1631222,,,1610612763,49,47,2025-01-05T02:34:42Z,3090000,False,,,0,,MISS J. LaRavia Free Throw 1 of 2,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
312,PT02M27.00S,2025-01-05T02:34:43.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,49,47,2025-01-05T02:34:42Z,3100000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,
313,PT02M27.00S,2025-01-05T02:34:43.8Z,2,REGULAR,substitution,out,[],1630228,,,1610612763,49,47,2025-01-05T02:34:47Z,3110000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M27.00S,2025-01-05T02:34:43.8Z,2,REGULAR,substitution,in,[],1631218,,,1610612763,49,47,2025-01-05T02:34:47Z,3120000,False,,,0,,SUB in: T. Jackson-Davis,[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M27.00S,2025-01-05T02:35:06.9Z,2,REGULAR,freethrow,2 of 2,[],1631222,,,1610612763,49,48,2025-01-05T02:35:06Z,3130000,False,,,0,,J. LaRavia Free Throw 2 of 2 (13 PTS),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
316,PT02M17.00S,2025-01-05T02:35:19.4Z,2,REGULAR,2pt,Jump Shot,[],203471,17.16491458607096,25.49019607843137,1610612744,51,48,2025-01-05T02:35:22Z,3140000,False,123.0,109.0,1,left,D. Schröder 16' pullup Jump Shot (10 PTS),[203471],1610612744.0,GSW,pullup,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Right Center,16.39,Made,10.0,,,,,,,,,,,,,,,,,
317,PT02M00.00S,2025-01-05T02:35:36.0Z,2,REGULAR,3pt,Jump Shot,[],1642377,86.28449408672799,3.9215686274509802,1610612763,51,48,2025-01-05T02:35:42Z,3150000,False,-230.0,76.0,1,right,MISS J. Wells 24' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,24.27,Missed,,,,,,,,,,,,,,,,,,
318,PT01M56.00S,2025-01-05T02:35:40.0Z,2,REGULAR,rebound,offensive,[],1642377,,,1610612763,51,48,2025-01-05T02:35:42Z,3160000,False,,,0,,J. Wells REBOUND (Off:2 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Left Corner 3,24+ Left,,,,,,,,,,317.0,,3.0,1.0,2.0,,,,,,
319,PT01M51.00S,2025-01-05T02:35:45.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,65.91655716162943,44.11764705882353,1610612763,51,51,2025-01-05T02:35:49Z,3170000,False,-29.0,268.0,1,right,D. Bane 26' 3PT step back (9 PTS),[1630217],1610612763.0,MEM,step back,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,26.95,Made,9.0,,,,,,,,,,,,,,,,,
320,PT01M32.00S,2025-01-05T02:36:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631218,7.440867279894875,42.8921568627451,1610612744,53,51,2025-01-05T02:36:08Z,3180000,False,36.0,17.0,1,left,T. Jackson-Davis cutting Layup (4 PTS) (D. Schröder 4 AST),"[1631218, 203471]",1610612744.0,GSW,cutting,,,Jackson-Davis,T. Jackson-Davis,,,,,Restricted Area,0-8 Center,3.95,Made,4.0,,,,D. Schröder,203471.0,4.0,,,,,,,,,,,
322,PT01M32.00S,2025-01-05T02:36:07.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630643,,,1610612744,53,51,2025-01-05T02:36:13Z,3200000,False,,,0,,J. Huff shooting personal FOUL (2 PF) (Jackson-Davis 1 FT),"[1630643, 1631218]",1610612763.0,MEM,shooting,,,Huff,J. Huff,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,,,,2.0,0.0,Jackson-Davis,1631218.0,,
324,PT01M32.00S,2025-01-05T02:36:15.0Z,2,REGULAR,substitution,out,[],1642377,,,1610612744,53,51,2025-01-05T02:36:48Z,3220000,False,,,0,,SUB out: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT01M32.00S,2025-01-05T02:36:15.0Z,2,REGULAR,substitution,out,[],1629634,,,1610612744,53,51,2025-01-05T02:36:48Z,3230000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M32.00S,2025-01-05T02:36:15.0Z,2,REGULAR,substitution,in,[],1628991,,,1610612744,53,51,2025-01-05T02:36:48Z,3240000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M32.00S,2025-01-05T02:36:15.0Z,2,REGULAR,substitution,in,[],1630590,,,1610612744,53,51,2025-01-05T02:36:48Z,3250000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M32.00S,2025-01-05T02:36:30.9Z,2,REGULAR,freethrow,1 of 1,[],1631218,,,1610612744,54,51,2025-01-05T02:36:30Z,3260000,False,,,0,,T. Jackson-Davis Free Throw 1 of 1 (5 PTS),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
330,PT01M20.00S,2025-01-05T02:36:45.2Z,2,REGULAR,3pt,Jump Shot,[],1628991,66.04796320630749,44.36274509803921,1610612763,54,51,2025-01-05T02:36:50Z,3270000,False,-28.0,267.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,26.81,Missed,,,,,,,,,,,,,,,,,,
331,PT01M17.00S,2025-01-05T02:36:48.2Z,2,REGULAR,rebound,defensive,[],1631218,,,1610612744,54,51,2025-01-05T02:36:50Z,3280000,False,,,0,,T. Jackson-Davis REBOUND (Off:1 Def:3),[1631218],1610612744.0,GSW,,,,Jackson-Davis,T. Jackson-Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,330.0,,4.0,3.0,1.0,,,,,,
332,PT01M09.00S,2025-01-05T02:36:58.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630590,,,1610612744,54,51,2025-01-05T02:37:04Z,3290000,False,,,0,,S. Pippen Jr. shooting personal FOUL (1 PF) (Schröder 2 FT),"[1630590, 203471]",1610612763.0,MEM,shooting,,,Pippen Jr.,S. Pippen Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1629178.0,,,,1.0,0.0,Schröder,203471.0,,
334,PT01M09.00S,2025-01-05T02:37:18.4Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630217,,,1610612744,54,51,2025-01-05T02:37:24Z,3310000,False,,,0,,D. Bane technical FOUL (1 Tech),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,202007.0,,,,0.0,1.0,,,,
335,PT01M09.00S,2025-01-05T02:37:33.1Z,2,REGULAR,freethrow,1 of 1,[],203471,,,1610612744,55,51,2025-01-05T02:37:33Z,3320000,False,,,0,,D. Schröder technical Free Throw 1 of 1 (11 PTS),[203471],1610612744.0,GSW,technical,,,Schröder,D. Schröder,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
336,PT01M09.00S,2025-01-05T02:37:55.4Z,2,REGULAR,freethrow,1 of 2,[],203471,,,1610612744,55,51,2025-01-05T02:38:32Z,3330000,False,,,0,,MISS D. Schröder Free Throw 1 of 2,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
337,PT01M09.00S,2025-01-05T02:37:55.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,55,51,2025-01-05T02:38:32Z,3340000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,336.0,,,,,,,,,,
338,PT01M09.00S,2025-01-05T02:37:55.4Z,2,REGULAR,freethrow,2 of 2,[],203471,,,1610612744,55,51,2025-01-05T02:38:32Z,3350000,False,,,0,,MISS D. Schröder Free Throw 2 of 2,[203471],1610612744.0,GSW,,,,Schröder,D. Schröder,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
