actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
525,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,out,['startperiod'],1630560,,,1610612739,86,108,2025-10-25T01:28:19Z,5150000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,out,['startperiod'],1628386,,,1610612739,86,108,2025-10-25T01:28:19Z,5160000,False,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,out,['startperiod'],1629731,,,1610612739,86,108,2025-10-25T01:28:19Z,5170000,False,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,out,['startperiod'],1642281,,,1610612739,86,108,2025-10-25T01:28:19Z,5180000,False,,,0,,SUB out: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,in,['startperiod'],1629008,,,1610612739,86,108,2025-10-25T01:28:19Z,5190000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,in,['startperiod'],1626204,,,1610612739,86,108,2025-10-25T01:28:19Z,5200000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,in,['startperiod'],1642878,,,1610612739,86,108,2025-10-25T01:28:19Z,5210000,False,,,0,,SUB in: T. Proctor,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT12M00.00S,2025-10-25T01:27:00.5Z,4,REGULAR,substitution,in,['startperiod'],1641854,,,1610612739,86,108,2025-10-25T01:28:19Z,5220000,False,,,0,,SUB in: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT12M00.00S,2025-10-25T01:28:29.5Z,4,REGULAR,period,start,[],0,,,1610612751,86,108,2025-10-25T01:28:29Z,5230000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PT11M42.00S,2025-10-25T01:28:47.1Z,4,REGULAR,2pt,Jump Shot,[],1629008,78.79434954007884,46.07843137254902,1610612751,88,108,2025-10-25T01:28:51Z,5240000,False,-20.0,147.0,1,right,M. Porter Jr. 14' floating Jump Shot (24 PTS),[1629008],1610612751.0,BKN,floating,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,14.81,Made,,,,,24.0,,,,,,,,,
535,PT11M27.00S,2025-10-25T01:29:01.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628378,10.85742444152431,48.77450980392157,1610612739,88,110,2025-10-25T01:29:05Z,5250000,False,6.0,50.0,1,left,D. Mitchell driving Hook (26 PTS),[1628378],1610612739.0,CLE,driving,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.0,Made,,,,,26.0,,,,,,,,,
536,PT11M13.00S,2025-10-25T01:29:15.2Z,4,REGULAR,3pt,Jump Shot,[],1642856,66.04796320630749,31.127450980392158,1610612751,91,110,2025-10-25T01:29:21Z,5260000,False,-94.0,267.0,1,right,E. Dëmin 28' 3PT  (3 PTS) (M. Porter Jr. 2 AST),"[1642856, 1629008]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,28.28,Made,,,,,3.0,M. Porter Jr.,1629008.0,2.0,,,,,,
538,PT10M59.00S,2025-10-25T01:29:33.6Z,4,REGULAR,turnover,traveling,[],1642878,,,1610612739,91,110,2025-10-25T01:29:39Z,5280000,False,,,0,,T. Proctor traveling TURNOVER (2 TO),[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,Mid-Range,16-24 Right Center,2.0,,,200832.0,,,,,,,,,,,,,,,,
539,PT10M48.00S,2025-10-25T01:30:03.1Z,4,REGULAR,foul,offensive,[],1629008,,,1610612751,91,110,2025-10-25T01:30:24Z,5290000,False,,,0,,M. Porter Jr. offensive FOUL (3 PF),"[1629008, 1641854]",1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,202056.0,,,,,,,,,,,3.0,0.0,Porter Jr.,1641854.0,,
541,PT10M48.00S,2025-10-25T01:30:03.1Z,4,REGULAR,turnover,offensive foul,[],1629008,,,1610612751,91,110,2025-10-25T01:30:03Z,5310000,False,,,0,,M. Porter Jr. offensive foul TURNOVER (2 TO),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,2.0,,,202056.0,,,,,,,,,,,,,,,,
542,PT10M33.00S,2025-10-25T01:30:27.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626204,6.521024967148489,52.450980392156865,1610612739,91,110,2025-10-25T01:30:31Z,5320000,False,-12.0,9.0,1,left,MISS L. Nance Jr. driving finger roll Layup,[1626204],1610612739.0,CLE,driving finger roll,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,1.51,Missed,,,,,,,,,,,,,,
543,PT10M30.00S,2025-10-25T01:30:30.3Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612751,91,110,2025-10-25T01:30:31Z,5330000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,542.0,4.0,4.0,0.0,,,,,,,,,,
545,PT10M20.00S,2025-10-25T01:31:03.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,80.3712220762155,49.01960784313725,1610612751,93,110,2025-10-25T01:31:11Z,5350000,False,-5.0,132.0,1,right,M. Porter Jr. 13' fadeaway Jump Shot (26 PTS),[1629008],1610612751.0,BKN,fadeaway,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.21,Made,,,,,26.0,,,,,,,,,
546,PT10M14.00S,2025-10-25T01:31:12.6Z,4,REGULAR,foul,personal,[],1642856,,,1610612739,93,110,2025-10-25T01:31:26Z,5360000,False,,,0,,E. Dëmin personal FOUL (2 PF),"[1642856, 1641854]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,200832.0,,,,,,,,,,,2.0,1.0,Porter Jr.,1641854.0,,
548,PT10M14.00S,2025-10-25T01:31:23.5Z,4,REGULAR,foul,technical,['1freethrow'],1641730,,,1610612739,93,110,2025-10-25T01:31:29Z,5380000,False,,,0,,N. Clowney technical FOUL (1 Tech),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,200832.0,,,,,,,,,,,0.0,1.0,,,,
549,PT10M14.00S,2025-10-25T01:31:48.1Z,4,REGULAR,freethrow,1 of 1,[],1628378,,,1610612739,93,111,2025-10-25T01:31:48Z,5390000,False,,,0,,D. Mitchell technical Free Throw 1 of 1 (27 PTS),[1628378],1610612739.0,CLE,technical,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,,,,27.0,,,,,,,,,
550,PT10M14.00S,2025-10-25T01:31:49.9Z,4,REGULAR,substitution,out,[],1641854,,,1610612739,93,111,2025-10-25T01:31:54Z,5400000,False,,,0,,SUB out: C. Porter Jr.,[1641854],1610612739.0,CLE,,,,Porter Jr.,C. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT10M14.00S,2025-10-25T01:31:49.9Z,4,REGULAR,substitution,in,[],1642281,,,1610612739,93,111,2025-10-25T01:31:54Z,5410000,False,,,0,,SUB in: J. Tyson,[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT10M06.00S,2025-10-25T01:32:17.1Z,4,REGULAR,turnover,bad pass,[],1628378,,,1610612739,93,111,2025-10-25T01:32:26Z,5420000,False,,,0,,D. Mitchell bad pass TURNOVER (2 TO),"[1628378, 1629008]",1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Right,2.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,,
553,PT10M06.00S,2025-10-25T01:32:17.1Z,4,REGULAR,steal,,[],1629008,,,1610612751,93,111,2025-10-25T01:32:24Z,5430000,False,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
555,PT09M53.00S,2025-10-25T01:32:44.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630533,87.33574244415243,98.2843137254902,1610612751,96,111,2025-10-25T01:32:49Z,5450000,False,241.0,67.0,1,right,Z. Williams 25' 3PT  (17 PTS) (N. Clowney 3 AST),"[1630533, 1641730]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Right Corner 3,24+ Right,,,,,25.04,Made,,,,,17.0,N. Clowney,1641730.0,3.0,,,,,,
557,PT09M39.00S,2025-10-25T01:33:01.8Z,4,REGULAR,foul,personal,[],1630533,,,1610612739,96,111,2025-10-25T01:33:16Z,5470000,False,,,0,,Z. Williams personal FOUL (3 PF),"[1630533, 1628378]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Mid-Range,16-24 Left Center,,,,202056.0,,,,,,,,,,,3.0,0.0,Mitchell,1628378.0,,
559,PT09M35.00S,2025-10-25T01:33:21.8Z,4,REGULAR,turnover,lost ball,[],1630596,,,1610612739,96,111,2025-10-25T01:33:28Z,5490000,False,,,0,,E. Mobley lost ball TURNOVER (3 TO),"[1630596, 1630549]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Mid-Range,16-24 Right Center,3.0,Sharpe,1630549.0,,,,,,,,,,,,,,,,,
560,PT09M35.00S,2025-10-25T01:33:21.8Z,4,REGULAR,steal,,[],1630549,,,1610612751,96,111,2025-10-25T02:35:09Z,5500000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
561,PT09M32.00S,2025-10-25T01:33:25.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,93.38042049934296,51.9607843137255,1610612751,98,111,2025-10-25T01:33:33Z,5510000,False,10.0,10.0,1,right,Z. Williams running DUNK (19 PTS) (D. Sharpe 3 AST),"[1630533, 1630549]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,1.38,Made,,,,,19.0,D. Sharpe,1630549.0,3.0,,,,,,
564,PT09M15.00S,2025-10-25T01:33:48.2Z,4,REGULAR,foul,personal,['3freethrow'],1630533,,,1610612739,98,111,2025-10-25T01:33:54Z,5540000,False,,,0,,Z. Williams shooting personal FOUL (4 PF) (Mitchell 3 FT),"[1630533, 1628378]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,,202056.0,,,,,,,,,,,4.0,0.0,Mitchell,1628378.0,,
566,PT09M15.00S,2025-10-25T01:34:24.8Z,4,REGULAR,freethrow,1 of 3,[],1628378,,,1610612739,98,112,2025-10-25T01:34:24Z,5560000,False,,,0,,D. Mitchell Free Throw 1 of 3 (28 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,,,,28.0,,,,,,,,,
567,PT09M15.00S,2025-10-25T01:34:46.4Z,4,REGULAR,freethrow,2 of 3,[],1628378,,,1610612739,98,113,2025-10-25T01:34:46Z,5570000,False,,,0,,D. Mitchell Free Throw 2 of 3 (29 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,,,,29.0,,,,,,,,,
568,PT09M15.00S,2025-10-25T01:35:06.0Z,4,REGULAR,freethrow,3 of 3,[],1628378,,,1610612739,98,114,2025-10-25T01:35:06Z,5580000,False,,,0,,D. Mitchell Free Throw 3 of 3 (30 PTS),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,Made,,,,,30.0,,,,,,,,,
569,PT09M06.00S,2025-10-25T01:35:16.0Z,4,REGULAR,3pt,Jump Shot,[],1629008,66.96780551905388,53.431372549019606,1610612751,98,114,2025-10-25T01:35:27Z,5590000,False,17.0,258.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,25.86,Missed,,,,,,,,,,,,,,
570,PT09M01.00S,2025-10-25T01:35:27.3Z,4,REGULAR,rebound,offensive,[],1641730,,,1610612751,98,114,2025-10-25T01:35:27Z,5600000,False,,,0,,N. Clowney REBOUND (Off:2 Def:3),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,,,,,,,569.0,5.0,3.0,2.0,,,,,,,,,,
571,PT09M01.00S,2025-10-25T01:35:29.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,98,114,2025-10-25T01:35:29Z,5610000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M01.00S,2025-10-25T01:35:32.3Z,4,REGULAR,substitution,out,[],1628378,,,1610612751,98,114,2025-10-25T01:38:19Z,5620000,False,,,0,,SUB out: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT09M01.00S,2025-10-25T01:35:32.3Z,4,REGULAR,substitution,in,[],1629731,,,1610612751,98,114,2025-10-25T01:38:19Z,5630000,False,,,0,,SUB in: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT08M56.00S,2025-10-25T01:38:36.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641730,92.46057818659659,50.98039215686274,1610612751,100,114,2025-10-25T01:38:40Z,5640000,False,5.0,18.0,1,right,N. Clowney cutting DUNK (5 PTS) (M. Porter Jr. 3 AST),"[1641730, 1629008]",1610612751.0,BKN,cutting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,1.9,Made,,,,,5.0,M. Porter Jr.,1629008.0,3.0,,,,,,
576,PT08M42.00S,2025-10-25T01:38:50.0Z,4,REGULAR,3pt,Jump Shot,[],1630596,25.443495400788436,80.88235294117648,1610612739,100,114,2025-10-25T01:38:56Z,5660000,False,-154.0,187.0,1,left,MISS E. Mobley 24' pullup 3PT,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,24.23,Missed,,,,,,,,,,,,,,
577,PT08M39.00S,2025-10-25T01:38:53.0Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612751,100,114,2025-10-25T01:38:56Z,5670000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,576.0,5.0,5.0,0.0,,,,,,,,,,
578,PT08M34.00S,2025-10-25T01:38:58.7Z,4,REGULAR,3pt,Jump Shot,[],1630533,93.64323258869908,3.6764705882352944,1610612751,100,114,2025-10-25T01:39:03Z,5680000,False,-232.0,7.0,1,right,MISS Z. Williams 3PT,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,,,23.17,Missed,,,,,,,,,,,,,,
579,PT08M29.00S,2025-10-25T01:39:03.7Z,4,REGULAR,rebound,defensive,[],1629731,,,1610612739,100,114,2025-10-25T01:39:03Z,5690000,False,,,0,,D. Wade REBOUND (Off:1 Def:5),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,,,578.0,6.0,5.0,1.0,,,,,,,,,,
580,PT08M13.00S,2025-10-25T01:39:18.8Z,4,REGULAR,3pt,Jump Shot,[],1642878,26.49474375821288,80.14705882352942,1610612739,100,114,2025-10-25T01:39:23Z,5700000,False,-151.0,197.0,1,left,MISS T. Proctor 24' 3PT,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,Above the Break 3,24+ Left Center,,,,,24.77,Missed,,,,,,,,,,,,,,
581,PT08M10.00S,2025-10-25T01:39:21.8Z,4,REGULAR,rebound,defensive,[],1629008,,,1610612751,100,114,2025-10-25T01:39:23Z,5710000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:6),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,580.0,6.0,6.0,0.0,,,,,,,,,,
582,PT08M03.00S,2025-10-25T01:39:29.2Z,4,REGULAR,3pt,Jump Shot,[],1629008,67.36202365308804,47.794117647058826,1610612751,103,114,2025-10-25T01:39:34Z,5720000,False,-11.0,254.0,1,right,M. Porter Jr. 25' 3PT pullup (29 PTS),[1629008],1610612751.0,BKN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,25.45,Made,,,,,29.0,,,,,,,,,
583,PT07M44.00S,2025-10-25T01:40:27.7Z,4,REGULAR,jumpball,recovered,[],1630596,,,1610612739,103,114,2025-10-25T01:40:27Z,5730000,False,,,0,,Jump Ball J. Tyson vs. M. Porter Jr.: Tip to E. Mobley,"[1630596, 1642281, 1629008]",1610612739.0,CLE,heldball,E. Mobley,1630596.0,Mobley,E. Mobley,Tyson,1642281.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,,,,,,,
586,PT07M40.00S,2025-10-25T01:40:31.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,11.251642575558476,49.01960784313725,1610612739,103,114,2025-10-25T01:40:36Z,5760000,False,5.0,53.0,1,left,MISS E. Mobley Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.35,Missed,,,,,,,,,,,,,,
587,PT07M38.00S,2025-10-25T01:40:33.7Z,4,REGULAR,rebound,defensive,[],1642856,,,1610612751,103,114,2025-10-25T01:40:36Z,5770000,False,,,0,,E. Dëmin REBOUND (Off:1 Def:3),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,586.0,4.0,3.0,1.0,,,,,,,,,,
588,PT07M36.00S,2025-10-25T01:40:36.0Z,4,REGULAR,turnover,bad pass,[],1642856,,,1610612751,103,114,2025-10-25T01:40:39Z,5780000,False,,,0,,E. Dëmin bad pass TURNOVER (2 TO),"[1642856, 1626204]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,2.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
589,PT07M36.00S,2025-10-25T01:40:36.0Z,4,REGULAR,steal,,[],1626204,,,1610612739,103,114,2025-10-25T01:40:38Z,5790000,False,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
590,PT07M31.00S,2025-10-25T01:40:39.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626204,7.440867279894875,50.49019607843137,1610612739,103,114,2025-10-25T01:41:00Z,5800000,False,-2.0,17.0,1,left,MISS L. Nance Jr. driving Layup,[1626204],1610612739.0,CLE,driving,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,1.76,Missed,,,,,,,,,,,,,,
591,PT07M30.00S,2025-10-25T01:40:40.9Z,4,REGULAR,rebound,defensive,[],1642856,,,1610612751,103,114,2025-10-25T01:41:00Z,5810000,False,,,0,,E. Dëmin REBOUND (Off:1 Def:4),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Restricted Area,0-8 Center,,,,,,,590.0,5.0,4.0,1.0,,,,,,,,,,
592,PT07M28.00S,2025-10-25T01:40:43.2Z,4,REGULAR,turnover,bad pass,[],1642856,,,1610612751,103,114,2025-10-25T02:04:32Z,5820000,False,,,0,,E. Dëmin bad pass TURNOVER (3 TO),"[1642856, 1642878]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,In The Paint (Non-RA),0-8 Center,3.0,Proctor,1642878.0,,,,,,,,,,,,,,,,,
593,PT07M28.00S,2025-10-25T01:40:43.2Z,4,REGULAR,steal,,[],1642878,,,1610612739,103,114,2025-10-25T02:04:32Z,5830000,False,,,0,,T. Proctor STEAL (1 STL),[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
594,PT07M25.00S,2025-10-25T01:40:45.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626204,6.521024967148489,51.470588235294116,1610612739,103,116,2025-10-25T01:41:08Z,5840000,False,-7.0,9.0,1,left,L. Nance Jr. DUNK (9 PTS),[1626204],1610612739.0,CLE,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,1.15,Made,,,,,9.0,,,,,,,,,
595,PT07M18.00S,2025-10-25T01:40:53.7Z,4,REGULAR,3pt,Jump Shot,[],1630533,78.79434954007884,92.15686274509804,1610612751,106,116,2025-10-25T01:41:16Z,5850000,False,211.0,147.0,1,right,Z. Williams 25' 3PT  (22 PTS) (E. Dëmin 3 AST),"[1630533, 1642856]",1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,25.69,Made,,,,,22.0,E. Dëmin,1642856.0,3.0,,,,,,
597,PT07M15.00S,2025-10-25T01:41:04.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,106,116,2025-10-25T01:41:11Z,5870000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT07M15.00S,2025-10-25T01:41:36.0Z,4,REGULAR,substitution,out,[],1641730,,,1610612739,106,116,2025-10-25T01:43:31Z,5880000,False,,,0,,SUB out: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT07M15.00S,2025-10-25T01:41:36.0Z,4,REGULAR,substitution,out,[],1642878,,,1610612739,106,116,2025-10-25T01:43:31Z,5890000,False,,,0,,SUB out: T. Proctor,[1642878],1610612739.0,CLE,,,,Proctor,T. Proctor,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT07M15.00S,2025-10-25T01:41:36.0Z,4,REGULAR,substitution,in,[],1630560,,,1610612739,106,116,2025-10-25T01:43:31Z,5900000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT07M15.00S,2025-10-25T01:41:36.0Z,4,REGULAR,substitution,in,[],1628366,,,1610612739,106,116,2025-10-25T01:43:31Z,5910000,False,,,0,,SUB in: L. Ball,[1628366],1610612739.0,CLE,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT06M57.00S,2025-10-25T01:44:19.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,5.338370565045992,49.754901960784316,1610612739,106,118,2025-10-25T01:44:23Z,5920000,False,1.0,-2.0,1,left,E. Mobley DUNK (13 PTS) (L. Ball 7 AST),"[1630596, 1628366]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,,,0.26,Made,,,,,13.0,L. Ball,1628366.0,7.0,,,,,,
604,PT06M32.00S,2025-10-25T01:44:44.4Z,4,REGULAR,3pt,Jump Shot,[],1642856,67.36202365308804,62.254901960784316,1610612751,109,118,2025-10-25T01:44:49Z,5940000,False,61.0,254.0,1,right,E. Dëmin 26' 3PT  (6 PTS) (C. Thomas 9 AST),"[1642856, 1630560]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,,,,,26.16,Made,,,,,6.0,C. Thomas,1630560.0,9.0,,,,,,
606,PT06M15.00S,2025-10-25T01:45:00.8Z,4,REGULAR,3pt,Jump Shot,[],1629731,2.8416557161629434,97.30392156862744,1610612739,109,118,2025-10-25T01:45:06Z,5960000,False,-237.0,-26.0,1,left,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Left Corner 3,24+ Left,,,,,23.79,Missed,,,,,,,,,,,,,,
607,PT06M11.00S,2025-10-25T01:45:04.8Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,109,118,2025-10-25T01:45:06Z,5970000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Left Corner 3,24+ Left,,,,,,,606.0,2.0,2.0,0.0,,,,,,,,,,
608,PT06M06.00S,2025-10-25T01:45:12.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,91.93495400788436,55.63725490196079,1610612751,111,118,2025-10-25T01:45:16Z,5980000,False,28.0,23.0,1,right,C. Thomas driving Layup (28 PTS),[1630560],1610612751.0,BKN,driving,,,Thomas,C. Thomas,,,,,Restricted Area,0-8 Center,,,,,3.66,Made,,,,,28.0,,,,,,,,,
609,PT06M06.00S,2025-10-25T01:45:15.5Z,4,REGULAR,foul,personal,['1freethrow'],1642281,,,1610612751,111,118,2025-10-25T01:45:31Z,5990000,False,,,0,,J. Tyson shooting personal FOUL (3 PF) (Thomas 1 FT),"[1642281, 1630560]",1610612739.0,CLE,shooting,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,,,,200832.0,,,,,,,,,,,3.0,0.0,Thomas,1630560.0,,
611,PT06M06.00S,2025-10-25T01:45:24.7Z,4,REGULAR,substitution,out,[],1630549,,,1610612751,111,118,2025-10-25T01:46:31Z,6010000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
