actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
424,PT05M29.00S,2026-03-06T03:38:08.4Z,3,REGULAR,3pt,Jump Shot,[],1642265,30.962549277266753,26.47058823529412,1610612741,65,72,2026-03-06T03:38:13Z,4210000,False,118.0,239.0,1,left,MISS R. Dillingham 26' pullup 3PT,[1642265],1610612741.0,CHI,pullup,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
425,PT05M25.00S,2026-03-06T03:38:12.4Z,3,REGULAR,rebound,offensive,[],1642950,,,1610612741,65,72,2026-03-06T03:38:13Z,4220000,False,,,0,,L. Olbrich REBOUND (Off:4 Def:2),[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,Above the Break 3,24+ Right Center,,,424.0,6.0,2.0,4.0,,,,,,,,,,,,,,
426,PT05M15.00S,2026-03-06T03:38:22.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627824,15.325229960578188,94.11764705882352,1610612741,65,72,2026-03-06T03:38:27Z,4230000,False,-221.0,92.0,1,left,MISS G. Yabusele 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
427,PT05M12.00S,2026-03-06T03:38:25.4Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,65,72,2026-03-06T03:38:27Z,4240000,False,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left,,,426.0,3.0,3.0,0.0,,,,,,,,,,,,,,
428,PT05M12.00S,2026-03-06T03:38:27.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627824,,,1610612756,65,72,2026-03-06T03:38:50Z,4250000,False,,,0,,G. Yabusele personal FOUL (4 PF) (Booker 2 FT),"[1627824, 1626164]",1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,,,,4.0,0.0,Booker,1626164.0,,,,,
430,PT05M12.00S,2026-03-06T03:39:02.2Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,66,72,2026-03-06T03:39:02Z,4270000,False,,,0,,D. Booker Free Throw 1 of 2 (19 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
431,PT05M12.00S,2026-03-06T03:39:02.8Z,3,REGULAR,substitution,out,[],1627824,,,1610612756,66,72,2026-03-06T03:39:12Z,4280000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M12.00S,2026-03-06T03:39:02.8Z,3,REGULAR,substitution,in,[],1630208,,,1610612756,66,72,2026-03-06T03:39:12Z,4290000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M12.00S,2026-03-06T03:39:24.0Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,67,72,2026-03-06T03:39:24Z,4300000,False,,,0,,D. Booker Free Throw 2 of 2 (20 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
434,PT05M04.00S,2026-03-06T03:39:35.8Z,3,REGULAR,turnover,offensive goaltending,[],1630208,,,1610612741,67,72,2026-03-06T03:39:55Z,4310000,False,,,0,,N. Richards offensive goaltending TURNOVER (2 TO),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,201639.0,2.0,,,,,,,,,,,
435,PT05M04.00S,2026-03-06T03:39:45.7Z,3,REGULAR,substitution,out,[],1630224,,,1610612756,67,72,2026-03-06T03:39:50Z,4320000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT05M04.00S,2026-03-06T03:39:45.7Z,3,REGULAR,substitution,in,[],1642853,,,1610612756,67,72,2026-03-06T03:39:50Z,4330000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M47.00S,2026-03-06T03:40:10.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,83.26215505913272,34.80392156862745,1610612756,67,72,2026-03-06T03:41:11Z,4340000,False,-76.0,105.0,1,right,MISS D. Booker 12' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,12.95,Missed,,,,,,,,,,,,,,,,,,
438,PT04M45.00S,2026-03-06T03:40:12.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,67,72,2026-03-06T03:40:16Z,4350000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,437.0,,,,,,,,,,,,,,,,,
439,PT04M45.00S,2026-03-06T03:40:16.5Z,3,REGULAR,foul,personal,[],1642345,,,1610612741,67,72,2026-03-06T03:40:27Z,4360000,False,,,0,,O. Ighodaro loose ball personal FOUL (2 PF),"[1642345, 1630208]",1610612756.0,PHX,loose ball,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,201639.0,,,,2.0,0.0,Richards,1630208.0,,,,,
441,PT04M35.00S,2026-03-06T03:40:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,6.1268068331143235,52.94117647058824,1610612741,67,74,2026-03-06T03:40:42Z,4380000,False,-15.0,5.0,1,left,C. Sexton driving Layup (22 PTS) (R. Dillingham 1 AST),"[1629012, 1642265]",1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,22.0,,,,,,,,,,,R. Dillingham,1642265.0,1.0
443,PT04M24.00S,2026-03-06T03:40:49.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642345,88.91261498028909,41.42156862745098,1610612756,69,74,2026-03-06T03:41:06Z,4400000,False,-43.0,52.0,1,right,O. Ighodaro 6' driving bank Hook (10 PTS) (G. Allen 5 AST),"[1642345, 1628960]",1610612756.0,PHX,driving bank,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,,10.0,,,,,,,,,,,G. Allen,1628960.0,5.0
445,PT04M16.00S,2026-03-06T03:40:57.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,7.5722733245729295,40.931372549019606,1610612741,69,76,2026-03-06T03:42:12Z,4420000,False,45.0,19.0,1,left,C. Sexton driving finger roll Layup (24 PTS),[1629012],1610612741.0,CHI,driving finger roll,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,4.9,Made,,,,,24.0,,,,,,,,,,,,,
446,PT04M04.00S,2026-03-06T03:41:09.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642346,85.23324572930355,45.588235294117645,1610612756,69,76,2026-03-06T03:42:43Z,4430000,False,-22.0,86.0,1,right,MISS R. Dunn 8' driving Hook,[1642346],1610612756.0,PHX,driving,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,8.91,Missed,,,,,,,,,,,,,,,,,,
447,PT04M00.00S,2026-03-06T03:41:13.8Z,3,REGULAR,rebound,offensive,[],1642853,,,1610612756,69,76,2026-03-06T03:43:32Z,4440000,False,,,0,,R. Fleming REBOUND (Off:1 Def:1),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,In The Paint (Non-RA),8-16 Center,,,446.0,2.0,1.0,1.0,,,,,,,,,,,,,,
448,PT03M58.00S,2026-03-06T03:41:18.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1642346,93.51182654402102,95.34313725490196,1610612756,69,76,2026-03-06T03:44:02Z,4450000,False,227.0,8.0,1,right,MISS R. Dunn pullup 3PT,[1642346],1610612756.0,PHX,pullup,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,22.69,Missed,,,,,,,,,,,,,,,,,,
449,PT03M57.00S,2026-03-06T03:41:19.0Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612741,69,76,2026-03-06T03:43:43Z,4460000,False,,,0,,N. Richards REBOUND (Off:1 Def:5),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,448.0,6.0,5.0,1.0,,,,,,,,,,,,,,
451,PT03M41.00S,2026-03-06T03:41:50.9Z,3,REGULAR,3pt,Jump Shot,[],1629012,31.225361366622867,33.57843137254902,1610612741,69,76,2026-03-06T03:41:56Z,4480000,False,82.0,241.0,1,left,MISS C. Sexton 25' 3PT,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.46,Missed,,,,,,,,,,,,,,,,,,
452,PT03M36.00S,2026-03-06T03:41:55.9Z,3,REGULAR,rebound,defensive,[],1642346,,,1610612756,69,76,2026-03-06T03:41:56Z,4490000,False,,,0,,R. Dunn REBOUND (Off:2 Def:4),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,451.0,6.0,4.0,2.0,,,,,,,,,,,,,,
453,PT03M25.00S,2026-03-06T03:42:05.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,91.14651773981603,63.23529411764706,1610612756,71,76,2026-03-06T03:42:09Z,4500000,False,66.0,31.0,1,right,D. Booker 7' pullup Jump Shot (22 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,,,,,22.0,,,,,,,,,,,,,
454,PT03M22.00S,2026-03-06T03:42:14.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,71,76,2026-03-06T03:42:14Z,4510000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M22.00S,2026-03-06T03:43:18.1Z,3,REGULAR,substitution,out,[],1626164,,,1610612741,71,76,2026-03-06T03:43:34Z,4520000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M22.00S,2026-03-06T03:43:18.1Z,3,REGULAR,substitution,out,[],1642345,,,1610612741,71,76,2026-03-06T03:43:34Z,4530000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT03M22.00S,2026-03-06T03:43:18.1Z,3,REGULAR,substitution,out,[],1629012,,,1610612741,71,76,2026-03-06T03:43:34Z,4540000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT03M22.00S,2026-03-06T03:43:18.1Z,3,REGULAR,substitution,in,[],1631221,,,1610612741,71,76,2026-03-06T03:43:34Z,4550000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT03M22.00S,2026-03-06T03:43:18.1Z,3,REGULAR,substitution,in,[],1642863,,,1610612741,71,76,2026-03-06T03:43:34Z,4560000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT03M22.00S,2026-03-06T03:43:18.1Z,3,REGULAR,substitution,in,[],1630200,,,1610612741,71,76,2026-03-06T03:43:34Z,4570000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M10.00S,2026-03-06T03:43:58.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630171,9.674770039421814,53.92156862745098,1610612741,71,76,2026-03-06T03:46:38Z,4580000,False,-20.0,38.0,1,left,MISS I. Okoro driving Hook - blocked,"[1630171, 1642346]",1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,Dunn,1642346.0,,,,,,,,,
462,PT03M10.00S,2026-03-06T03:43:58.8Z,3,REGULAR,block,,[],1642346,,,1610612741,71,76,2026-03-06T03:44:01Z,4590000,False,,,0,,R. Dunn BLOCK (1 BLK),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
463,PT03M10.00S,2026-03-06T03:43:58.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,71,76,2026-03-06T03:44:06Z,4600000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,461.0,,,,,,,,,,,,,,,,,
465,PT02M58.00S,2026-03-06T03:44:23.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642853,85.49605781865965,44.85294117647059,1610612756,73,76,2026-03-06T03:44:27Z,4620000,False,-26.0,84.0,1,right,R. Fleming 8' driving Hook (5 PTS) (G. Allen 6 AST),"[1642853, 1628960]",1610612756.0,PHX,driving,,,Fleming,R. Fleming,,,,,In The Paint (Non-RA),8-16 Center,8.77,Made,,,,,5.0,,,,,,,,,,,G. Allen,1628960.0,6.0
467,PT02M34.00S,2026-03-06T03:44:47.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1642950,10.988830486202366,42.8921568627451,1610612741,73,76,2026-03-06T03:47:10Z,4640000,False,36.0,51.0,1,left,MISS L. Olbrich 6' driving Hook,[1642950],1610612741.0,CHI,driving,,,Olbrich,L. Olbrich,,,,,In The Paint (Non-RA),0-8 Center,6.2,Missed,,,,,,,,,,,,,,,,,,
468,PT02M34.00S,2026-03-06T03:44:47.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612756,73,76,2026-03-06T03:53:33Z,4650000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,467.0,,,,,,,,,,,,,,,,,
469,PT02M34.00S,2026-03-06T03:44:51.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642950,,,1610612756,73,76,2026-03-06T03:53:33Z,4660000,False,,,0,,L. Olbrich loose ball personal FOUL (2 PF) (Fleming 2 FT),"[1642950, 1642853]",1610612741.0,CHI,loose ball,,,Olbrich,L. Olbrich,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,2.0,0.0,Fleming,1642853.0,,,,,
473,PT02M34.00S,2026-03-06T03:45:20.4Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612756,73,76,2026-03-06T03:53:33Z,4700000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M34.00S,2026-03-06T03:47:29.2Z,3,REGULAR,substitution,out,[],1642950,,,1610612756,73,76,2026-03-06T03:53:33Z,4720000,False,,,0,,SUB out: L. Olbrich,[1642950],1610612741.0,CHI,,,,Olbrich,L. Olbrich,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT02M34.00S,2026-03-06T03:47:29.2Z,3,REGULAR,substitution,in,[],1627824,,,1610612756,73,76,2026-03-06T03:53:33Z,4730000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT02M34.00S,2026-03-06T03:47:29.2Z,3,REGULAR,substitution,out,[],1630171,,,1610612756,73,76,2026-03-06T03:53:33Z,4735000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT02M34.00S,2026-03-06T03:47:29.2Z,3,REGULAR,substitution,in,[],1631159,,,1610612756,73,76,2026-03-06T03:53:33Z,4737500,False,,,0,,SUB in: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT02M34.00S,2026-03-06T03:48:03.2Z,3,REGULAR,freethrow,1 of 2,[],1642853,,,1610612756,73,76,2026-03-06T03:48:03Z,4740000,False,,,0,,MISS R. Fleming Free Throw 1 of 2,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
479,PT02M34.00S,2026-03-06T03:48:03.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,73,76,2026-03-06T03:48:03Z,4750000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,
480,PT02M34.00S,2026-03-06T03:48:03.2Z,3,REGULAR,freethrow,2 of 2,[],1642853,,,1610612756,73,76,2026-03-06T03:48:13Z,4760000,False,,,0,,MISS R. Fleming Free Throw 2 of 2,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
481,PT02M31.00S,2026-03-06T03:48:06.2Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612741,73,76,2026-03-06T03:48:13Z,4770000,False,,,0,,N. Richards REBOUND (Off:1 Def:6),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,480.0,7.0,6.0,1.0,,,,,,,,,,,,,,
482,PT02M17.00S,2026-03-06T03:48:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631159,11.383048620236531,41.66666666666667,1610612741,73,76,2026-03-06T03:49:13Z,4780000,False,42.0,55.0,1,left,MISS L. Miller 6' driving finger roll Layup,[1631159],1610612741.0,CHI,driving finger roll,,,Miller,L. Miller,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,,,,,,,,,,,,
483,PT02M13.00S,2026-03-06T03:48:29.8Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612741,73,76,2026-03-06T03:48:35Z,4790000,False,,,0,,N. Richards REBOUND (Off:2 Def:6),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,482.0,8.0,6.0,2.0,,,,,,,,,,,,,,
484,PT02M13.00S,2026-03-06T03:48:32.1Z,3,REGULAR,foul,personal,['2freethrow'],1642863,,,1610612741,73,76,2026-03-06T03:48:43Z,4800000,False,,,0,,K. Maluach shooting personal FOUL (1 PF) (Richards 2 FT),"[1642863, 1630208]",1610612756.0,PHX,shooting,,,Maluach,K. Maluach,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,1.0,0.0,Richards,1630208.0,,,,,
486,PT02M13.00S,2026-03-06T03:49:01.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630208,,,1610612741,73,77,2026-03-06T03:49:36Z,4820000,False,,,0,,N. Richards Free Throw 1 of 2 (5 PTS),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
487,PT02M13.00S,2026-03-06T03:49:01.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630208,,,1610612741,73,77,2026-03-06T03:49:36Z,4830000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
488,PT02M09.00S,2026-03-06T03:49:05.0Z,3,REGULAR,rebound,defensive,[],1642853,,,1610612756,73,77,2026-03-06T03:49:36Z,4840000,False,,,0,,R. Fleming REBOUND (Off:1 Def:2),[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,487.0,3.0,2.0,1.0,,,,,,,,,,,,,,
489,PT02M03.00S,2026-03-06T03:49:36.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,85.89027595269383,46.32352941176471,1610612756,73,77,2026-03-06T03:50:43Z,4850000,False,-18.0,80.0,1,right,MISS G. Allen 8' driving floating Shot - blocked,"[1628960, 1630208]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,In The Paint (Non-RA),8-16 Center,8.22,Missed,,,,,,,,Richards,1630208.0,,,,,,,,,
490,PT02M03.00S,2026-03-06T03:49:36.0Z,3,REGULAR,block,,[],1630208,,,1610612756,73,77,2026-03-06T03:49:39Z,4860000,False,,,0,,N. Richards BLOCK (2 BLK),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
491,PT02M02.00S,2026-03-06T03:49:37.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,73,77,2026-03-06T03:50:12Z,4870000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,489.0,,,,,,,,,,,,,,,,,
492,PT02M02.00S,2026-03-06T03:49:41.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628960,,,1610612741,73,77,2026-03-06T03:50:03Z,4880000,False,,,0,,G. Allen loose ball personal FOUL (2 PF) (Richards 2 FT),"[1628960, 1630208]",1610612756.0,PHX,loose ball,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,2.0,0.0,Richards,1630208.0,,,,,
494,PT02M02.00S,2026-03-06T03:50:08.3Z,3,REGULAR,freethrow,1 of 2,[],1630208,,,1610612741,73,77,2026-03-06T03:50:08Z,4900000,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
495,PT02M02.00S,2026-03-06T03:50:08.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,73,77,2026-03-06T03:50:08Z,4910000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,494.0,,,,,,,,,,,,,,,,,
496,PT02M02.00S,2026-03-06T03:50:08.3Z,3,REGULAR,freethrow,2 of 2,[],1630208,,,1610612741,73,77,2026-03-06T03:50:36Z,4920000,False,,,0,,MISS N. Richards Free Throw 2 of 2,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
497,PT01M59.00S,2026-03-06T03:50:11.3Z,3,REGULAR,rebound,defensive,[],1642346,,,1610612756,73,77,2026-03-06T03:50:36Z,4930000,False,,,0,,R. Dunn REBOUND (Off:2 Def:5),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,496.0,7.0,5.0,2.0,,,,,,,,,,,,,,
498,PT01M45.00S,2026-03-06T03:50:52.0Z,3,REGULAR,turnover,out-of-bounds,[],1628960,,,1610612756,73,77,2026-03-06T03:51:00Z,4940000,False,,,0,,G. Allen step out-of-bounds TURNOVER (2 TO),[1628960],1610612756.0,PHX,step,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,,,,,,1155.0,2.0,,,,,,,,,,,
499,PT01M36.00S,2026-03-06T03:51:12.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631159,7.440867279894875,53.431372549019606,1610612741,73,79,2026-03-06T03:51:16Z,4950000,False,-17.0,17.0,1,left,L. Miller alley-oop DUNK (6 PTS) (T. Jones 4 AST),"[1631159, 1630200]",1610612741.0,CHI,alley-oop,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,6.0,,,,,,,,,,,T. Jones,1630200.0,4.0
501,PT01M13.00S,2026-03-06T03:51:35.5Z,3,REGULAR,3pt,Jump Shot,[],1628960,69.72733245729303,74.50980392156863,1610612756,73,79,2026-03-06T03:54:54Z,4970000,False,123.0,232.0,1,right,MISS G. Allen 26' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
502,PT01M10.00S,2026-03-06T03:51:38.5Z,3,REGULAR,rebound,defensive,[],1642265,,,1610612741,73,79,2026-03-06T03:51:45Z,4980000,False,,,0,,R. Dillingham REBOUND (Off:0 Def:2),[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Right Center,,,501.0,2.0,2.0,0.0,,,,,,,,,,,,,,
503,PT01M03.00S,2026-03-06T03:51:45.8Z,3,REGULAR,3pt,Jump Shot,[],1630200,29.25427069645204,21.568627450980394,1610612741,73,79,2026-03-06T03:51:55Z,4990000,False,142.0,222.0,1,left,MISS T. Jones 26' 3PT,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
504,PT01M01.00S,2026-03-06T03:51:47.8Z,3,REGULAR,rebound,defensive,[],1642346,,,1610612756,73,79,2026-03-06T03:51:55Z,5000000,False,,,0,,R. Dunn REBOUND (Off:2 Def:6),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,503.0,8.0,6.0,2.0,,,,,,,,,,,,,,
505,PT00M57.30S,2026-03-06T03:51:52.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628960,92.72339027595268,52.20588235294118,1610612756,75,79,2026-03-06T03:52:01Z,5010000,False,11.0,16.0,1,right,G. Allen running reverse Layup (18 PTS) (C. Gillespie 5 AST),"[1628960, 1631221]",1610612756.0,PHX,running reverse,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,18.0,,,,,,,,,,,C. Gillespie,1631221.0,5.0
509,PT00M47.70S,2026-03-06T03:52:04.4Z,3,REGULAR,turnover,bad pass,[],1642265,,,1610612741,75,79,2026-03-06T03:52:08Z,5030000,False,,,0,,R. Dillingham bad pass TURNOVER (2 TO),"[1642265, 1628960]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,Allen,1628960.0,,,
510,PT00M47.70S,2026-03-06T03:52:04.4Z,3,REGULAR,steal,,[],1628960,,,1610612756,75,79,2026-03-06T03:52:05Z,5040000,False,,,0,,G. Allen STEAL (1 STL),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
