actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
625,PT01M50.00S,2022-01-29T03:16:27.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,100,96,2022-01-29T03:20:43Z,6120000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,624.0,,,,,,,,,,,,,,,,,
626,PT01M50.00S,2022-01-29T03:16:34.2Z,4,REGULAR,foul,personal,[],1628470,,,1610612760,100,96,2022-01-29T03:16:40Z,6130000,,,0,,T. Craig loose ball personal FOUL (1 PF),"[1628470, 1629647]",1610612754.0,IND,loose ball,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Bazley,1629647.0,
628,PT01M50.00S,2022-01-29T03:16:40.9Z,4,REGULAR,substitution,out,[],1630537,,,1610612760,100,96,2022-01-29T03:17:00Z,6150000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT01M50.00S,2022-01-29T03:16:40.9Z,4,REGULAR,substitution,out,[],1628470,,,1610612760,100,96,2022-01-29T03:17:00Z,6160000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT01M50.00S,2022-01-29T03:16:40.9Z,4,REGULAR,substitution,in,[],1629052,,,1610612760,100,96,2022-01-29T03:17:00Z,6170000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M50.00S,2022-01-29T03:16:40.9Z,4,REGULAR,substitution,in,[],203087,,,1610612760,100,96,2022-01-29T03:17:00Z,6180000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT01M35.00S,2022-01-29T03:17:14.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629647,91.80354796320631,58.57843137254902,1610612760,100,96,2022-01-29T03:17:23Z,6190000,43.0,25.0,1,right,MISS D. Bazley driving Layup - blocked,"[1629647, 1627747]",1610612760.0,OKC,driving,,,Bazley,D. Bazley,,,,,4.94,Missed,,,,,,,,,,,,LeVert,1627747.0,,,,,,
660,PT01M35.00S,2022-01-29T03:17:14.3Z,4,REGULAR,block,,[],1627747,,,1610612760,100,96,2022-01-29T03:23:18Z,6195000,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M34.00S,2022-01-29T03:17:15.3Z,4,REGULAR,rebound,offensive,[],1629026,,,1610612760,100,96,2022-01-29T03:23:18Z,6200000,,,0,,K. Williams REBOUND (Off:1 Def:2),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,632.0,3.0,2.0,1.0,,,,,,,,,,,,,,
634,PT01M34.00S,2022-01-29T03:17:17.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612760,100,96,2022-01-29T03:17:39Z,6210000,,,0,,OKC shot clock Team TURNOVER,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,
635,PT01M27.00S,2022-01-29T03:17:37.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203200,9.674770039421814,42.64705882352941,1610612754,100,98,2022-01-29T03:17:45Z,6220000,37.0,38.0,1,left,J. Holiday cutting Layup (18 PTS) (D. Sabonis 10 AST),"[203200, 1627734]",1610612754.0,IND,cutting,,,Holiday,J. Holiday,,,,,5.32,Made,18.0,,,,,D. Sabonis,1627734.0,10.0,,,,,,,,,,,
637,PT01M14.00S,2022-01-29T03:17:51.4Z,4,REGULAR,turnover,bad pass,[],1630581,,,1610612760,100,98,2022-01-29T03:17:55Z,6240000,,,0,,J. Giddey bad pass TURNOVER (2 TO),"[1630581, 203087]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,2.0,Lamb,203087.0,,,,,,,,
638,PT01M14.00S,2022-01-29T03:17:51.4Z,4,REGULAR,steal,,[],203087,,,1610612754,100,98,2022-01-29T03:17:53Z,6250000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M06.00S,2022-01-29T03:18:01.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629026,,,1610612754,100,98,2022-01-29T03:18:05Z,6260000,,,0,,K. Williams shooting personal FOUL (3 PF) (Lamb 2 FT),"[1629026, 203087]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,202037.0,3.0,0.0,Lamb,203087.0,
641,PT01M06.00S,2022-01-29T03:18:24.0Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],203087,,,1610612754,100,98,2022-01-29T03:19:42Z,6280000,,,0,,MISS J. Lamb Free Throw 1 of 2,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Missed,,,,,,,,,,,,,,,,,,,
642,PT01M06.00S,2022-01-29T03:18:24.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,100,98,2022-01-29T03:19:42Z,6290000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,641.0,,,,,,,,,,,,,,,,,
643,PT01M06.00S,2022-01-29T03:18:25.9Z,4,REGULAR,substitution,out,[],1629647,,,1610612754,100,98,2022-01-29T03:18:28Z,6300000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M06.00S,2022-01-29T03:18:25.9Z,4,REGULAR,substitution,in,[],1630544,,,1610612754,100,98,2022-01-29T03:18:28Z,6310000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M06.00S,2022-01-29T03:18:24.0Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],203087,,,1610612754,100,98,2022-01-29T03:19:42Z,6320000,,,0,,MISS J. Lamb Free Throw 2 of 2,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Missed,,,,,,,,,,,,,,,,,,,
646,PT01M03.00S,2022-01-29T03:18:27.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,100,98,2022-01-29T03:19:42Z,6330000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,645.0,,,,,,,,,,,,,,,,,
647,PT01M03.00S,2022-01-29T03:19:36.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,100,98,2022-01-29T03:19:36Z,6340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M03.00S,2022-01-29T03:19:50.8Z,4,REGULAR,substitution,out,[],1630544,,,1610612754,100,98,2022-01-29T03:19:56Z,6350000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M03.00S,2022-01-29T03:19:50.8Z,4,REGULAR,substitution,in,[],1629647,,,1610612754,100,98,2022-01-29T03:19:56Z,6360000,,,0,,SUB in: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M57.10S,2022-01-29T03:20:22.4Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203087,15.982260183968464,45.83333333333333,1610612754,100,98,2022-01-29T03:23:15Z,6370000,21.0,98.0,1,left,MISS J. Lamb 9' driving floating Shot,[203087],1610612754.0,IND,driving floating,,,Lamb,J. Lamb,,,,,9.99,Missed,,,,,,,,,,,,,,,,,,,
651,PT00M55.60S,2022-01-29T03:20:23.9Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612754,100,98,2022-01-29T03:23:15Z,6380000,,,0,,D. Sabonis REBOUND (Off:5 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,650.0,15.0,10.0,5.0,,,,,,,,,,,,,,
652,PT00M55.60S,2022-01-29T03:20:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627734,8.754927726675426,46.07843137254902,1610612754,100,100,2022-01-29T03:20:29Z,6390000,20.0,30.0,1,left,D. Sabonis putback Layup (20 PTS),[1627734],1610612754.0,IND,putback,,,Sabonis,D. Sabonis,,,,,3.57,Made,20.0,,,,,,,,,,,,,,,,,,
653,PT00M34.60S,2022-01-29T03:20:47.7Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629026,87.20433639947439,60.049019607843135,1610612760,100,100,2022-01-29T03:23:52Z,6400000,50.0,68.0,1,right,MISS K. Williams 8' turnaround Hook,[1629026],1610612760.0,OKC,turnaround,,,Williams,K. Williams,,,,,8.44,Missed,,,,,,,,,,,,,,,,,,,
654,PT00M32.50S,2022-01-29T03:20:49.8Z,4,REGULAR,rebound,defensive,[],203087,,,1610612754,100,100,2022-01-29T03:20:52Z,6410000,,,0,,J. Lamb REBOUND (Off:0 Def:2),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,653.0,2.0,2.0,0.0,,,,,,,,,,,,,,
655,PT00M09.40S,2022-01-29T03:21:12.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203087,15.456636005256241,62.00980392156863,1610612754,100,100,2022-01-29T03:21:16Z,6420000,-60.0,93.0,1,left,MISS J. Lamb 11' floating Shot,[203087],1610612754.0,IND,floating,,,Lamb,J. Lamb,,,,,11.05,Missed,,,,,,,,,,,,,,,,,,,
656,PT00M07.70S,2022-01-29T03:21:14.7Z,4,REGULAR,rebound,offensive,[],1627747,,,1610612754,100,100,2022-01-29T03:21:14Z,6430000,,,0,,C. LeVert REBOUND (Off:3 Def:4),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,655.0,7.0,4.0,3.0,,,,,,,,,,,,,,
657,PT00M02.50S,2022-01-29T03:21:19.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627747,29.911300919842315,80.88235294117648,1610612754,100,100,2022-01-29T03:24:23Z,6440000,-154.0,229.0,1,left,MISS C. LeVert 27' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,,
658,PT00M02.50S,2022-01-29T03:21:19.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,100,100,2022-01-29T03:21:29Z,6450000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,657.0,,,,,,,,,,,,,,,,,
659,PT00M00.00S,2022-01-29T03:21:27.8Z,4,REGULAR,period,end,[],0,,,1610612754,100,100,2022-01-29T03:21:27Z,6460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT05M00.00S,2022-01-29T03:24:16.0Z,5,OVERTIME,period,start,[],0,,,0,100,100,2022-01-29T03:24:16Z,6470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT04M57.00S,2022-01-29T03:24:18.6Z,5,OVERTIME,jumpball,recovered,[],1629026,,,1610612760,100,100,2022-01-29T03:24:18Z,6490000,,,0,,Jump Ball D. Bazley vs. D. Sabonis: Tip to K. Williams,"[1629026, 1629647, 1627734]",1610612760.0,OKC,startperiod,K. Williams,1629026.0,Williams,K. Williams,Bazley,1629647.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,
666,PT04M40.00S,2022-01-29T03:24:34.7Z,5,OVERTIME,3pt,Jump Shot,[],1630581,66.44218134034165,65.19607843137256,1610612760,100,100,2022-01-29T03:24:39Z,6520000,76.0,263.0,1,right,MISS J. Giddey 27' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,,
667,PT04M40.00S,2022-01-29T03:24:34.7Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612754,100,100,2022-01-29T03:24:39Z,6530000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,666.0,,,,,,,,,,,,,,,,,
668,PT04M40.00S,2022-01-29T03:24:39.2Z,5,OVERTIME,stoppage,out-of-bounds,[],0,,,1610612754,100,100,2022-01-29T03:24:39Z,6540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT04M24.00S,2022-01-29T03:24:57.9Z,5,OVERTIME,2pt,Hook,['pointsinthepaint'],1627734,13.354139290407357,39.950980392156865,1610612754,100,102,2022-01-29T03:28:30Z,6550000,50.0,73.0,1,left,D. Sabonis 8' turnaround Hook (22 PTS),[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,8.86,Made,22.0,,,,,,,,,,,,,,,,,,
670,PT04M06.00S,2022-01-29T03:25:15.0Z,5,OVERTIME,2pt,Jump Shot,[],1630581,77.7431011826544,52.450980392156865,1610612760,102,102,2022-01-29T03:25:18Z,6560000,12.0,157.0,1,right,J. Giddey 15' pullup Jump Shot (15 PTS),[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,15.72,Made,15.0,,,,,,,,,,,,,,,,,,
671,PT03M46.00S,2022-01-29T03:25:36.0Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1627734,10.5946123521682,39.21568627450981,1610612754,102,102,2022-01-29T03:25:55Z,6570000,54.0,47.0,1,left,MISS D. Sabonis 7' Layup - blocked,"[1627734, 203488]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,7.16,Missed,,,,,,,,,,,,Muscala,203488.0,,,,,,
672,PT03M46.00S,2022-01-29T03:25:36.0Z,5,OVERTIME,block,,[],203488,,,1610612754,102,102,2022-01-29T03:25:38Z,6580000,,,0,,M. Muscala BLOCK (1 BLK),[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT03M46.00S,2022-01-29T03:25:36.0Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612754,102,102,2022-01-29T03:29:54Z,6590000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,671.0,,,,,,,,,,,,,,,,,
674,PT03M46.00S,2022-01-29T03:25:40.0Z,5,OVERTIME,foul,personal,[],203488,,,1610612754,102,102,2022-01-29T03:25:44Z,6600000,,,0,,M. Muscala loose ball personal FOUL (1 PF),"[203488, 1627734]",1610612760.0,OKC,loose ball,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Sabonis,1627734.0,
676,PT03M31.00S,2022-01-29T03:26:17.9Z,5,OVERTIME,turnover,shot clock,['team'],0,,,1610612754,102,102,2022-01-29T03:26:24Z,6620000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,202037.0,,,,,
677,PT03M13.00S,2022-01-29T03:26:49.8Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1629652,63.02562417871223,43.872549019607845,1610612760,105,102,2022-01-29T03:26:53Z,6630000,-31.0,295.0,1,right,L. Dort 29' 3PT pullup (24 PTS),[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,29.67,Made,24.0,,,,,,,,,,,,,,,,,,
678,PT02M58.00S,2022-01-29T03:27:06.1Z,5,OVERTIME,foul,personal,[],203488,,,1610612754,105,102,2022-01-29T03:27:15Z,6640000,,,0,,M. Muscala personal FOUL (2 PF),"[203488, 1627734]",1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,1626301.0,2.0,0.0,Sabonis,1627734.0,
680,PT02M44.00S,2022-01-29T03:27:37.8Z,5,OVERTIME,3pt,Jump Shot,[],1629052,30.305519053876477,78.43137254901961,1610612754,105,102,2022-01-29T03:27:46Z,6660000,-142.0,232.0,1,left,MISS O. Brissett 27' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
681,PT02M44.00S,2022-01-29T03:27:37.8Z,5,OVERTIME,rebound,offensive,['team'],0,,,1610612754,105,102,2022-01-29T03:27:46Z,6670000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,
682,PT02M44.00S,2022-01-29T03:27:45.5Z,5,OVERTIME,turnover,shot clock,['team'],0,,,1610612754,105,102,2022-01-29T03:27:51Z,6680000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,,
683,PT02M30.00S,2022-01-29T03:28:09.8Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1629652,74.45795006570303,15.196078431372548,1610612760,108,102,2022-01-29T03:31:36Z,6690000,-174.0,188.0,1,right,L. Dort 25' 3PT pullup (27 PTS) (K. Williams 2 AST),"[1629652, 1629026]",1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,25.59,Made,27.0,,,,,K. Williams,1629026.0,2.0,,,,,,,,,,,
685,PT02M27.00S,2022-01-29T03:28:23.7Z,5,OVERTIME,timeout,full,"['team', 'mandatory']",0,,,1610612754,108,102,2022-01-29T03:28:23Z,6710000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT02M13.00S,2022-01-29T03:30:16.2Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203087,6.915243101182654,59.068627450980394,1610612754,108,104,2022-01-29T03:32:14Z,6720000,-45.0,13.0,1,left,J. Lamb driving finger roll Layup (11 PTS),[203087],1610612754.0,IND,driving finger roll,,,Lamb,J. Lamb,,,,,4.7,Made,11.0,,,,,,,,,,,,,,,,,,
687,PT01M53.00S,2022-01-29T03:30:35.3Z,5,OVERTIME,3pt,Jump Shot,[],203488,90.48948751642575,4.6568627450980395,1610612760,108,104,2022-01-29T03:30:41Z,6730000,-227.0,37.0,1,right,MISS M. Muscala 3PT,[203488],1610612760.0,OKC,,,,Muscala,M. Muscala,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,,
688,PT01M51.00S,2022-01-29T03:30:37.3Z,5,OVERTIME,rebound,defensive,[],203087,,,1610612754,108,104,2022-01-29T03:30:41Z,6740000,,,0,,J. Lamb REBOUND (Off:0 Def:3),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,687.0,3.0,3.0,0.0,,,,,,,,,,,,,,
689,PT01M46.00S,2022-01-29T03:30:45.1Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203087,8.623521681997373,56.86274509803921,1610612754,108,106,2022-01-29T03:32:48Z,6750000,-34.0,29.0,1,left,J. Lamb driving Layup (13 PTS),[203087],1610612754.0,IND,driving,,,Lamb,J. Lamb,,,,,4.47,Made,13.0,,,,,,,,,,,,,,,,,,
690,PT01M46.00S,2022-01-29T03:30:47.7Z,5,OVERTIME,foul,personal,['1freethrow'],203488,,,1610612754,108,106,2022-01-29T03:31:01Z,6760000,,,0,,M. Muscala shooting personal FOUL (3 PF) (Lamb 1 FT),"[203488, 203087]",1610612760.0,OKC,shooting,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,202037.0,3.0,0.0,Lamb,203087.0,
692,PT01M46.00S,2022-01-29T03:31:09.5Z,5,OVERTIME,freethrow,1 of 1,[],203087,,,1610612754,108,107,2022-01-29T03:31:09Z,6780000,,,0,,J. Lamb Free Throw 1 of 1 (14 PTS),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
693,PT01M25.00S,2022-01-29T03:31:33.6Z,5,OVERTIME,foul,personal,['2freethrow'],1627734,,,1610612760,108,107,2022-01-29T03:31:39Z,6790000,,,0,,D. Sabonis shooting personal FOUL (3 PF) (Bazley 2 FT),"[1627734, 1629647]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,202037.0,3.0,0.0,Bazley,1629647.0,
695,PT01M25.00S,2022-01-29T03:31:59.4Z,5,OVERTIME,freethrow,1 of 2,[],1629647,,,1610612760,109,107,2022-01-29T03:31:59Z,6810000,,,0,,D. Bazley Free Throw 1 of 2 (13 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
696,PT01M25.00S,2022-01-29T03:32:15.0Z,5,OVERTIME,freethrow,2 of 2,[],1629647,,,1610612760,110,107,2022-01-29T03:32:15Z,6820000,,,0,,D. Bazley Free Throw 2 of 2 (14 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
697,PT01M11.00S,2022-01-29T03:32:31.9Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203087,8.754927726675426,57.107843137254896,1610612754,110,107,2022-01-29T03:47:35Z,6830000,-36.0,30.0,1,left,MISS J. Lamb driving Layup,[203087],1610612754.0,IND,driving,,,Lamb,J. Lamb,,,,,4.63,Missed,,,,,,,,,,,,,,,,,,,
698,PT01M10.00S,2022-01-29T03:32:32.9Z,5,OVERTIME,rebound,offensive,[],1627734,,,1610612754,110,107,2022-01-29T03:32:35Z,6840000,,,0,,D. Sabonis REBOUND (Off:6 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,697.0,16.0,10.0,6.0,,,,,,,,,,,,,,
699,PT01M09.00S,2022-01-29T03:32:34.1Z,5,OVERTIME,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627734,9.806176084099869,45.34313725490196,1610612754,110,107,2022-01-29T03:34:34Z,6850000,23.0,40.0,1,left,MISS D. Sabonis turnaround Hook,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,4.6,Missed,,,,,,,,,,,,,,,,,,,
700,PT01M08.00S,2022-01-29T03:32:35.1Z,5,OVERTIME,rebound,offensive,[],1627734,,,1610612754,110,107,2022-01-29T03:34:34Z,6860000,,,0,,D. Sabonis REBOUND (Off:7 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,699.0,17.0,10.0,7.0,,,,,,,,,,,,,,
701,PT01M06.00S,2022-01-29T03:32:37.7Z,5,OVERTIME,3pt,Jump Shot,['2ndchance'],203200,8.360709592641262,95.09803921568627,1610612754,110,107,2022-01-29T03:32:41Z,6870000,-225.0,26.0,1,left,MISS J. Holiday 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,22.7,Missed,,,,,,,,,,,,,,,,,,,
702,PT01M03.00S,2022-01-29T03:32:40.7Z,5,OVERTIME,rebound,offensive,[],1627734,,,1610612754,110,107,2022-01-29T03:32:41Z,6880000,,,0,,D. Sabonis REBOUND (Off:8 Def:10),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,701.0,18.0,10.0,8.0,,,,,,,,,,,,,,
703,PT01M01.00S,2022-01-29T03:32:43.0Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,6.258212877792378,54.41176470588235,1610612754,110,109,2022-01-29T03:35:05Z,6890000,-22.0,6.0,1,left,D. Sabonis Layup (24 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,2.3,Made,24.0,,,,,,,,,,,,,,,,,,
704,PT00M44.00S,2022-01-29T03:33:02.5Z,5,OVERTIME,turnover,lost ball,[],1629652,,,1610612760,110,109,2022-01-29T03:33:05Z,6900000,,,0,,L. Dort lost ball TURNOVER (2 TO),"[1629652, 203200]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,2.0,Holiday,203200.0,,,,,,,,
705,PT00M44.00S,2022-01-29T03:33:02.5Z,5,OVERTIME,steal,,[],203200,,,1610612754,110,109,2022-01-29T03:33:04Z,6910000,,,0,,J. Holiday STEAL (1 STL),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
706,PT00M40.80S,2022-01-29T03:33:06.2Z,5,OVERTIME,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203200,9.543363994743759,43.872549019607845,1610612754,110,111,2022-01-29T03:35:51Z,6920000,31.0,37.0,1,left,J. Holiday running finger roll Layup (20 PTS),[203200],1610612754.0,IND,running finger roll,,,Holiday,J. Holiday,,,,,4.82,Made,20.0,,,,,,,,,,,,,,,,,,
707,PT00M40.80S,2022-01-29T03:33:12.8Z,5,OVERTIME,timeout,full,['team'],0,,,1610612760,110,111,2022-01-29T03:33:12Z,6930000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,PT00M40.80S,2022-01-29T03:34:02.8Z,5,OVERTIME,substitution,out,[],1629026,,,1610612760,110,111,2022-01-29T03:34:26Z,6940000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
709,PT00M40.80S,2022-01-29T03:34:02.8Z,5,OVERTIME,substitution,in,[],1630544,,,1610612760,110,111,2022-01-29T03:34:26Z,6950000,,,0,,SUB in: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT00M24.80S,2022-01-29T03:35:11.7Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630544,88.12417871222075,43.872549019607845,1610612760,110,111,2022-01-29T03:36:28Z,6960000,-31.0,59.0,1,right,MISS T. Mann 6' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,6.66,Missed,,,,,,,,,,,,,,,,,,,
711,PT00M22.50S,2022-01-29T03:35:14.0Z,5,OVERTIME,rebound,defensive,[],1629052,,,1610612754,110,111,2022-01-29T03:35:15Z,6970000,,,0,,O. Brissett REBOUND (Off:1 Def:5),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,710.0,6.0,5.0,1.0,,,,,,,,,,,,,,
713,PT00M10.80S,2022-01-29T03:35:25.6Z,5,OVERTIME,turnover,bad pass,[],203087,,,1610612754,110,111,2022-01-29T03:35:31Z,6990000,,,0,,J. Lamb bad pass TURNOVER (2 TO),"[203087, 1630544]",1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,2.0,Mann,1630544.0,,,,,,,,
714,PT00M10.80S,2022-01-29T03:35:25.6Z,5,OVERTIME,steal,,[],1630544,,,1610612760,110,111,2022-01-29T03:35:27Z,7000000,,,0,,T. Mann STEAL (3 STL),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
