actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
442,PT01M37.00S,2021-12-23T02:38:20.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,90.22667542706965,47.05882352941176,1610612760,86,66,2021-12-23T02:38:25Z,4340000,-15.0,39.0,1,right,MISS S. Gilgeous-Alexander driving floating Shot,[1628983],1610612760.0,OKC,driving floating,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,4.21,Missed,,,,,,,,,,,,,,,,,,
443,PT01M35.00S,2021-12-23T02:38:22.8Z,3,REGULAR,rebound,defensive,[],203210,,,1610612743,86,66,2021-12-23T02:38:25Z,4350000,,,0,,J. Green REBOUND (Off:0 Def:3),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,442.0,3.0,3.0,0.0,,,,,,,
444,PT01M23.00S,2021-12-23T02:38:34.9Z,3,REGULAR,3pt,Jump Shot,[],203085,10.068988173455978,2.941176470588235,1610612743,86,66,2021-12-23T02:38:39Z,4360000,235.0,42.0,1,left,MISS A. Rivers 3PT,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,
445,PT01M19.00S,2021-12-23T02:38:38.9Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,86,66,2021-12-23T02:38:39Z,4370000,,,0,,L. Dort REBOUND (Off:2 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,444.0,6.0,4.0,2.0,,,,,,,
446,PT01M12.00S,2021-12-23T02:38:45.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629647,92.59198423127464,49.50980392156863,1610612760,88,66,2021-12-23T02:38:50Z,4380000,-2.0,17.0,1,right,D. Bazley cutting DUNK (12 PTS) (S. Gilgeous-Alexander 9 AST),"[1629647, 1628983]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,1.73,Made,12.0,S. Gilgeous-Alexander,1628983.0,9.0,,,,,,,,,,,,,,
449,PT01M02.00S,2021-12-23T02:39:01.0Z,3,REGULAR,foul,personal,[],1630544,,,1610612743,88,66,2021-12-23T02:39:07Z,4400000,,,0,,T. Mann personal FOUL (3 PF),"[1630544, 1630267]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,203592.0,3.0,0.0,,,,,,,,Campazzo,1630267.0,,
451,PT01M02.00S,2021-12-23T02:39:06.1Z,3,REGULAR,substitution,out,[],1629652,,,1610612743,88,66,2021-12-23T02:39:09Z,4420000,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M02.00S,2021-12-23T02:39:06.1Z,3,REGULAR,substitution,in,[],1629026,,,1610612743,88,66,2021-12-23T02:39:09Z,4430000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
453,PT00M56.20S,2021-12-23T02:39:25.4Z,3,REGULAR,3pt,Jump Shot,[],203210,32.013797634691194,54.65686274509803,1610612743,88,66,2021-12-23T02:39:30Z,4440000,-23.0,248.0,1,left,MISS J. Green 24' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,
454,PT00M53.30S,2021-12-23T02:39:28.3Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,88,66,2021-12-23T02:39:30Z,4450000,,,0,,D. Bazley REBOUND (Off:1 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,453.0,6.0,5.0,1.0,,,,,,,
455,PT00M34.50S,2021-12-23T02:39:47.3Z,3,REGULAR,3pt,Jump Shot,[],1628983,72.22404730617609,82.1078431372549,1610612760,88,66,2021-12-23T02:39:53Z,4460000,161.0,209.0,1,right,MISS S. Gilgeous-Alexander 26' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,
456,PT00M30.80S,2021-12-23T02:39:51.0Z,3,REGULAR,rebound,offensive,[],1630544,,,1610612760,88,66,2021-12-23T02:39:53Z,4470000,,,0,,T. Mann REBOUND (Off:2 Def:1),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,455.0,3.0,1.0,2.0,,,,,,,
457,PT00M29.20S,2021-12-23T02:39:52.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630544,85.10183968462549,18.627450980392158,1610612760,88,66,2021-12-23T02:39:57Z,4480000,-157.0,88.0,1,right,MISS T. Mann 17' Jump Shot,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,17.96,Missed,,,,,,,,,,,,,,,,,,
458,PT00M29.20S,2021-12-23T02:39:52.5Z,3,REGULAR,rebound,defensive,[],203210,,,1610612743,88,66,2021-12-23T02:39:57Z,4490000,,,0,,J. Green REBOUND (Off:0 Def:4),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,457.0,4.0,4.0,0.0,,,,,,,
459,PT00M04.90S,2021-12-23T02:40:16.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203085,6.389618922470433,58.82352941176471,1610612743,88,66,2021-12-23T02:40:22Z,4500000,-44.0,8.0,1,left,MISS A. Rivers driving Layup,[203085],1610612743.0,DEN,driving,,,Rivers,A. Rivers,,,,,4.48,Missed,,,,,,,,,,,,,,,,,,
460,PT00M01.10S,2021-12-23T02:40:20.7Z,3,REGULAR,rebound,offensive,[],203210,,,1610612743,88,66,2021-12-23T02:40:20Z,4510000,,,0,,J. Green REBOUND (Off:1 Def:4),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,459.0,5.0,4.0,1.0,,,,,,,
461,PT00M01.10S,2021-12-23T02:40:20.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203210,5.590000152587891,50.0,1610612743,88,66,2021-12-23T02:40:20Z,4520000,0.0,0.0,1,left,MISS J. Green tip Layup,[203210],1610612743.0,DEN,tip,,,Green,J. Green,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
462,PT00M00.10S,2021-12-23T02:40:21.6Z,3,REGULAR,rebound,defensive,[],1630544,,,1610612760,88,66,2021-12-23T02:40:21Z,4530000,,,0,,T. Mann REBOUND (Off:2 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,461.0,4.0,2.0,2.0,,,,,,,
463,PT00M00.00S,2021-12-23T02:40:38.0Z,3,REGULAR,period,end,[],0,,,1610612760,88,66,2021-12-23T02:40:38Z,4540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT12M00.00S,2021-12-23T02:40:42.3Z,4,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,88,66,2021-12-23T02:42:58Z,4550000,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2021-12-23T02:40:42.3Z,4,REGULAR,substitution,in,['startperiod'],1630581,,,1610612760,88,66,2021-12-23T02:42:58Z,4560000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2021-12-23T02:43:05.4Z,4,REGULAR,period,start,[],0,,,1610612760,88,66,2021-12-23T02:43:05Z,4570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT11M51.00S,2021-12-23T02:43:16.2Z,4,REGULAR,foul,personal,['2freethrow'],1630267,,,1610612760,88,66,2021-12-23T02:43:21Z,4580000,,,0,,F. Campazzo shooting personal FOUL (2 PF) (Bazley 2 FT),"[1630267, 1629647]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,203592.0,2.0,0.0,,,,,,,,Bazley,1629647.0,,
469,PT11M51.00S,2021-12-23T02:43:48.7Z,4,REGULAR,freethrow,1 of 2,[],1629647,,,1610612760,88,66,2021-12-23T02:43:48Z,4600000,,,0,,MISS D. Bazley Free Throw 1 of 2,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Missed,,,,,,,,,,,,,,,,,,
470,PT11M51.00S,2021-12-23T02:43:48.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,88,66,2021-12-23T02:43:48Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,469.0,,,,,,,,,,
471,PT11M51.00S,2021-12-23T02:44:03.2Z,4,REGULAR,freethrow,2 of 2,[],1629647,,,1610612760,89,66,2021-12-23T02:44:03Z,4620000,,,0,,D. Bazley Free Throw 2 of 2 (13 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
472,PT11M38.00S,2021-12-23T02:44:18.1Z,4,REGULAR,3pt,Jump Shot,[],1630538,21.369908015768726,88.97058823529412,1610612743,89,66,2021-12-23T02:44:22Z,4630000,-195.0,148.0,1,left,MISS B. Hyland 24' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,24.5,Missed,,,,,,,,,,,,,,,,,,
473,PT11M35.00S,2021-12-23T02:44:21.1Z,4,REGULAR,rebound,defensive,[],1630197,,,1610612760,89,66,2021-12-23T02:44:22Z,4640000,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,472.0,1.0,1.0,0.0,,,,,,,
474,PT11M18.00S,2021-12-23T02:44:38.3Z,4,REGULAR,3pt,Jump Shot,[],1630544,71.96123521681997,16.176470588235293,1610612760,89,66,2021-12-23T02:44:43Z,4650000,-169.0,211.0,1,right,MISS T. Mann 27' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,
475,PT11M14.00S,2021-12-23T02:44:42.3Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,89,66,2021-12-23T02:44:43Z,4660000,,,0,,V. Cancar REBOUND (Off:0 Def:1),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,474.0,1.0,1.0,0.0,,,,,,,
476,PT11M08.00S,2021-12-23T02:44:48.3Z,4,REGULAR,3pt,Jump Shot,[],1630267,8.623521681997373,2.941176470588235,1610612743,89,66,2021-12-23T02:44:58Z,4670000,235.0,29.0,1,left,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,
477,PT11M02.00S,2021-12-23T02:44:54.3Z,4,REGULAR,rebound,defensive,[],1630581,,,1610612760,89,66,2021-12-23T02:44:58Z,4680000,,,0,,J. Giddey REBOUND (Off:0 Def:5),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,476.0,5.0,5.0,0.0,,,,,,,
478,PT10M48.00S,2021-12-23T02:45:07.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,91.01511169513797,47.794117647058826,1610612760,89,66,2021-12-23T02:45:12Z,4690000,-11.0,32.0,1,right,MISS D. Bazley cutting Layup - blocked,"[1629647, 1630267]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,3.38,Missed,,,,,,,,,,,,,,,,,Campazzo,1630267.0
479,PT10M48.00S,2021-12-23T02:45:07.5Z,4,REGULAR,block,,[],1630267,,,1610612760,89,66,2021-12-23T02:45:10Z,4700000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M45.00S,2021-12-23T02:45:10.5Z,4,REGULAR,rebound,defensive,[],1628427,,,1610612743,89,66,2021-12-23T02:45:12Z,4710000,,,0,,V. Cancar REBOUND (Off:0 Def:2),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,478.0,2.0,2.0,0.0,,,,,,,
481,PT10M44.00S,2021-12-23T02:45:19.1Z,4,REGULAR,foul,personal,['2freethrow'],1630197,,,1610612743,89,66,2021-12-23T02:45:31Z,4720000,,,0,,A. Pokusevski shooting personal FOUL (2 PF) (Cancar 2 FT),"[1630197, 1628427]",1610612760.0,OKC,shooting,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1662.0,2.0,0.0,,,,,,,,Cancar,1628427.0,,
483,PT10M44.00S,2021-12-23T02:45:48.6Z,4,REGULAR,freethrow,1 of 2,[],1628427,,,1610612743,89,66,2021-12-23T02:45:48Z,4740000,,,0,,MISS V. Cancar Free Throw 1 of 2,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,Missed,,,,,,,,,,,,,,,,,,
484,PT10M44.00S,2021-12-23T02:45:48.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,89,66,2021-12-23T02:45:48Z,4750000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,483.0,,,,,,,,,,
485,PT10M44.00S,2021-12-23T02:46:02.3Z,4,REGULAR,freethrow,2 of 2,[],1628427,,,1610612743,89,67,2021-12-23T02:46:02Z,4760000,,,0,,V. Cancar Free Throw 2 of 2 (4 PTS),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
486,PT10M33.00S,2021-12-23T02:46:13.7Z,4,REGULAR,3pt,Jump Shot,[],1630197,83.39356110381078,3.431372549019608,1610612760,89,67,2021-12-23T02:46:19Z,4770000,-233.0,104.0,1,right,MISS A. Pokusevski 25' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,25.48,Missed,,,,,,,,,,,,,,,,,,
487,PT10M31.00S,2021-12-23T02:46:15.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,89,67,2021-12-23T02:46:19Z,4780000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,
488,PT10M31.00S,2021-12-23T02:46:19.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,89,67,2021-12-23T02:46:19Z,4790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT10M16.00S,2021-12-23T02:46:36.6Z,4,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612743,89,67,2021-12-23T02:46:42Z,4800000,,,0,,K. Williams shooting personal FOUL (4 PF) (Cancar 2 FT),"[1629026, 1628427]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,,,,,,,203592.0,4.0,0.0,,,,,,,,Cancar,1628427.0,,
491,PT10M16.00S,2021-12-23T02:47:09.2Z,4,REGULAR,freethrow,1 of 2,[],1628427,,,1610612743,89,68,2021-12-23T02:47:09Z,4820000,,,0,,V. Cancar Free Throw 1 of 2 (5 PTS),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
492,PT10M16.00S,2021-12-23T02:47:09.8Z,4,REGULAR,substitution,out,[],1630538,,,1610612743,89,68,2021-12-23T02:47:30Z,4830000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
493,PT10M16.00S,2021-12-23T02:47:09.8Z,4,REGULAR,substitution,in,[],1628432,,,1610612743,89,68,2021-12-23T02:47:30Z,4840000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,
494,PT10M16.00S,2021-12-23T02:47:46.2Z,4,REGULAR,freethrow,2 of 2,[],1628427,,,1610612743,89,69,2021-12-23T02:47:46Z,4850000,,,0,,V. Cancar Free Throw 2 of 2 (6 PTS),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
495,PT10M05.00S,2021-12-23T02:47:46.8Z,4,REGULAR,foul,offensive,[],1630197,,,1610612760,89,69,2021-12-23T02:47:52Z,4860000,,,0,,A. Pokusevski charge offensive FOUL (3 PF),"[1630197, 1630267]",1610612760.0,OKC,charge,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1627963.0,3.0,0.0,,,,,,,,Campazzo,1630267.0,,
497,PT10M05.00S,2021-12-23T02:47:46.8Z,4,REGULAR,turnover,offensive foul,[],1630197,,,1610612760,89,69,2021-12-23T02:47:46Z,4880000,,,0,,A. Pokusevski offensive foul TURNOVER (3 TO),[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,1627963.0,,,,,,,3.0,,,,,,
498,PT09M57.00S,2021-12-23T02:48:08.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628427,17.95335085413929,63.23529411764706,1610612743,89,71,2021-12-23T02:50:59Z,4890000,-66.0,116.0,1,left,V. Cancar 13' driving floating Jump Shot (8 PTS) (F. Campazzo 3 AST),"[1628427, 1630267]",1610612743.0,DEN,driving floating,,,Cancar,V. Cancar,,,,,13.38,Made,8.0,F. Campazzo,1630267.0,3.0,,,,,,,,,,,,,,
499,PT09M39.00S,2021-12-23T02:48:27.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,89,71,2021-12-23T02:48:27Z,4900000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M39.00S,2021-12-23T02:48:33.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,89,71,2021-12-23T02:48:33Z,4910000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT09M37.00S,2021-12-23T02:51:25.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,92.9862023653088,47.05882352941176,1610612760,89,71,2021-12-23T02:51:33Z,4920000,-15.0,13.0,1,right,MISS K. Williams Layup - blocked,"[1629026, 1628427]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,1.99,Missed,,,,,,,,,,,,,,,,,Cancar,1628427.0
503,PT09M37.00S,2021-12-23T02:51:25.2Z,4,REGULAR,block,,[],1628427,,,1610612760,89,71,2021-12-23T02:51:31Z,4930000,,,0,,V. Cancar BLOCK (1 BLK),[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M37.00S,2021-12-23T02:51:25.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,89,71,2021-12-23T02:51:33Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,502.0,,,,,,,,,,
505,PT09M37.00S,2021-12-23T02:51:33.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,89,71,2021-12-23T02:51:33Z,4950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT09M28.00S,2021-12-23T02:51:53.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630581,70.64717477003943,14.215686274509803,1610612760,89,71,2021-12-23T02:51:58Z,4960000,-179.0,223.0,1,right,MISS J. Giddey 28' 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,28.62,Missed,,,,,,,,,,,,,,,,,,
507,PT09M25.00S,2021-12-23T02:51:56.2Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,89,71,2021-12-23T02:51:58Z,4970000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,506.0,1.0,1.0,0.0,,,,,,,
508,PT09M15.00S,2021-12-23T02:52:05.7Z,4,REGULAR,3pt,Jump Shot,[],1628427,29.122864651773984,18.872549019607842,1610612743,89,71,2021-12-23T02:52:11Z,4980000,156.0,221.0,1,left,MISS V. Cancar 27' 3PT,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,
509,PT09M13.00S,2021-12-23T02:52:07.7Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,89,71,2021-12-23T02:52:11Z,4990000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,508.0,,,,,,,,,,
510,PT09M13.00S,2021-12-23T02:52:11.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,89,71,2021-12-23T02:52:11Z,5000000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT09M02.00S,2021-12-23T02:52:30.3Z,4,REGULAR,3pt,Jump Shot,[],1630544,67.09921156373193,26.47058823529412,1610612760,89,71,2021-12-23T02:52:35Z,5010000,-118.0,257.0,1,right,MISS T. Mann 28' 3PT,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,28.24,Missed,,,,,,,,,,,,,,,,,,
512,PT09M00.00S,2021-12-23T02:52:32.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,89,71,2021-12-23T02:52:35Z,5020000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,511.0,,,,,,,,,,
513,PT09M00.00S,2021-12-23T02:52:35.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,89,71,2021-12-23T02:52:35Z,5030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M46.00S,2021-12-23T02:52:56.6Z,4,REGULAR,3pt,Jump Shot,[],1630267,25.18068331143233,16.42156862745098,1610612743,89,74,2021-12-23T02:53:00Z,5040000,168.0,184.0,1,left,F. Campazzo 24' 3PT  (5 PTS) (A. Rivers 2 AST),"[1630267, 203085]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,24.92,Made,5.0,A. Rivers,203085.0,2.0,,,,,,,,,,,,,,
516,PT08M30.00S,2021-12-23T02:53:11.9Z,4,REGULAR,2pt,Jump Shot,[],1630197,78.13731931668858,38.23529411764706,1610612760,89,74,2021-12-23T02:53:17Z,5060000,-59.0,153.0,1,right,MISS A. Pokusevski 16' pullup Shot,[1630197],1610612760.0,OKC,pullup,,,Pokusevski,A. Pokusevski,,,,,16.39,Missed,,,,,,,,,,,,,,,,,,
517,PT08M27.00S,2021-12-23T02:53:14.9Z,4,REGULAR,rebound,defensive,[],1630267,,,1610612743,89,74,2021-12-23T02:53:17Z,5070000,,,0,,F. Campazzo REBOUND (Off:0 Def:2),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,516.0,2.0,2.0,0.0,,,,,,,
518,PT08M17.00S,2021-12-23T02:53:25.7Z,4,REGULAR,3pt,Jump Shot,[],203085,26.231931668856767,13.970588235294118,1610612743,89,77,2021-12-23T02:53:29Z,5080000,180.0,194.0,1,left,A. Rivers 26' 3PT  (7 PTS) (F. Campazzo 4 AST),"[203085, 1630267]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,26.48,Made,7.0,F. Campazzo,1630267.0,4.0,,,,,,,,,,,,,,
520,PT08M16.00S,2021-12-23T02:53:31.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,89,77,2021-12-23T02:53:31Z,5100000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M16.00S,2021-12-23T02:55:37.7Z,4,REGULAR,substitution,out,[],1630581,,,1610612760,89,77,2021-12-23T02:56:04Z,5110000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M16.00S,2021-12-23T02:55:37.7Z,4,REGULAR,substitution,out,[],1630197,,,1610612760,89,77,2021-12-23T02:56:04Z,5120000,,,0,,SUB out: A. Pokusevski,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M16.00S,2021-12-23T02:55:37.7Z,4,REGULAR,substitution,out,[],1630544,,,1610612760,89,77,2021-12-23T02:56:04Z,5130000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M16.00S,2021-12-23T02:55:37.7Z,4,REGULAR,substitution,in,[],1630526,,,1610612760,89,77,2021-12-23T02:56:04Z,5140000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M16.00S,2021-12-23T02:55:37.7Z,4,REGULAR,substitution,in,[],1628983,,,1610612760,89,77,2021-12-23T02:56:04Z,5150000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M16.00S,2021-12-23T02:55:37.7Z,4,REGULAR,substitution,in,[],1629652,,,1610612760,89,77,2021-12-23T02:56:04Z,5160000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,
527,PT08M02.00S,2021-12-23T02:56:33.1Z,4,REGULAR,3pt,Jump Shot,[],1629652,71.82982917214193,12.990196078431374,1610612760,92,77,2021-12-23T02:56:37Z,5170000,-185.0,212.0,1,right,L. Dort 28' 3PT  (12 PTS) (S. Gilgeous-Alexander 10 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,28.16,Made,12.0,S. Gilgeous-Alexander,1628983.0,10.0,,,,,,,,,,,,,,
529,PT07M47.00S,2021-12-23T02:56:50.1Z,4,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612743,92,77,2021-12-23T02:56:57Z,5190000,,,0,,J. Robinson-Earl shooting personal FOUL (2 PF) (Cancar 2 FT),"[1630526, 1628427]",1610612760.0,OKC,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,1627963.0,2.0,0.0,,,,,,,,Cancar,1628427.0,,
531,PT07M47.00S,2021-12-23T02:57:10.1Z,4,REGULAR,freethrow,1 of 2,[],1628427,,,1610612743,92,77,2021-12-23T02:57:10Z,5210000,,,0,,MISS V. Cancar Free Throw 1 of 2,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,Missed,,,,,,,,,,,,,,,,,,
